ns "trace A [ADC]" "trace B [ADC]"
30932 -1863.8351063829787 -1881.7074468085107
30933 -1863.9148936170213 -1881.5744680851064
30935 -1864.1436170212767 -1881.4414893617022
30936 -1863.840425531915 -1881.4521276595744
30937 -1864.2606382978724 -1881.3191489361702
30938 -1864.212765957447 -1881.6329787234042
30940 -1864.037234042553 -1881.473404255319
30941 -1864.031914893617 -1881.409574468085
30942 -1864.1914893617022 -1881.718085106383
30943 -1864.276595744681 -1881.8882978723404
30945 -1864.462765957447 -1881.9574468085107
30946 -1863.9946808510638 -1881.9255319148936
30947 -1864.1489361702127 -1881.776595744681
30948 -1864.095744680851 -1881.7393617021276
30950 -1864.4893617021276 -1881.936170212766
30951 -1864.3085106382978 -1882.154255319149
30952 -1864.090425531915 -1882.0851063829787
30953 -1863.8510638297873 -1881.968085106383
30955 -1863.4893617021276 -1881.936170212766
30956 -1863.4148936170213 -1881.7606382978724
30957 -1863.8882978723404 -1882.0797872340424
30958 -1863.590425531915 -1882.404255319149
30960 -1863.686170212766 -1881.9468085106382
30961 -1863.5531914893618 -1882.1117021276596
30962 -1863.712765957447 -1881.9148936170213
30963 -1863.7606382978724 -1882.1755319148936
30965 -1863.8936170212767 -1881.909574468085
30966 -1863.7553191489362 -1881.5797872340424
30967 -1863.9202127659576 -1881.5851063829787
30968 -1863.6382978723404 -1881.686170212766
30970 -1863.7553191489362 -1881.3829787234042
30971 -1864.1382978723404 -1881.7606382978724
30972 -1863.9521276595744 -1881.8989361702127
30973 -1863.5851063829787 -1881.6117021276596
30975 -1863.936170212766 -1881.6170212765958
30976 -1863.813829787234 -1881.7925531914893
30977 -1863.6968085106382 -1881.75
30978 -1863.8829787234042 -1881.468085106383
30980 -1864.0425531914893 -1881.6329787234042
30981 -1863.813829787234 -1881.5797872340424
30982 -1864.1010638297873 -1881.7978723404256
30983 -1863.9574468085107 -1881.7340425531916
30985 -1863.6702127659576 -1881.462765957447
30986 -1863.787234042553 -1881.372340425532
30987 -1864.1968085106382 -1881.7553191489362
30988 -1863.8670212765958 -1881.8351063829787
30990 -1863.6914893617022 -1881.590425531915
30991 -1863.5478723404256 -1881.781914893617
30992 -1863.7553191489362 -1881.622340425532
30993 -1863.7446808510638 -1881.7021276595744
30995 -1864.1808510638298 -1881.7287234042553
30996 -1863.8829787234042 -1881.7553191489362
30997 -1864.3244680851064 -1881.781914893617
30998 -1864.0851063829787 -1881.6755319148936
31000 -1864.0478723404256 -1881.718085106383
31001 -1863.909574468085 -1881.7021276595744
31002 -1864.0797872340424 -1881.7446808510638
31003 -1864.1755319148936 -1881.686170212766
31005 -1864.2393617021276 -1881.4574468085107
31006 -1863.9255319148936 -1881.563829787234
31007 -1864.2553191489362 -1881.627659574468
31008 -1863.8617021276596 -1881.473404255319
31010 -1864.031914893617 -1881.6436170212767
31011 -1864.0797872340424 -1881.787234042553
31012 -1864.3191489361702 -1881.9787234042553
31013 -1863.8882978723404 -1881.7287234042553
31015 -1864.0106382978724 -1881.9255319148936
31016 -1863.9255319148936 -1881.9574468085107
31017 -1864.1968085106382 -1882.1914893617022
31018 -1863.8244680851064 -1882.1755319148936
31020 -1864.0478723404256 -1881.9574468085107
31021 -1864.1170212765958 -1882.3510638297873
31022 -1864.1170212765958 -1882.095744680851
31023 -1864.0 -1882.1702127659576
31025 -1863.7925531914893 -1881.7659574468084
31026 -1863.537234042553 -1881.8510638297873
31027 -1863.8989361702127 -1882.154255319149
31028 -1863.6063829787233 -1882.1436170212767
31030 -1863.3989361702127 -1881.7287234042553
31031 -1863.276595744681 -1882.0
31032 -1863.2074468085107 -1882.2393617021276
31033 -1862.9946808510638 -1882.0797872340424
31035 -1863.2287234042553 -1881.9787234042553
31036 -1863.25 -1882.1489361702127
31037 -1863.4574468085107 -1881.8351063829787
31038 -1862.718085106383 -1881.7606382978724
31040 -1862.9255319148936 -1881.962765957447
31041 -1862.9255319148936 -1881.7712765957447
31042 -1862.877659574468 -1881.9414893617022
31043 -1862.8829787234042 -1881.7021276595744
31045 -1862.8085106382978 -1881.5425531914893
31046 -1862.095744680851 -1881.5691489361702
31047 -1862.223404255319 -1881.3297872340424
31048 -1861.7712765957447 -1881.2712765957447
31050 -1861.6968085106382 -1881.3510638297873
31051 -1861.4946808510638 -1881.2606382978724
31052 -1861.3244680851064 -1880.8191489361702
31053 -1860.9202127659576 -1880.3829787234042
31055 -1860.9255319148936 -1880.1063829787233
31056 -1860.1968085106382 -1879.622340425532
31057 -1859.345744680851 -1879.372340425532
31058 -1859.25 -1879.218085106383
31060 -1859.0691489361702 -1879.0691489361702
31061 -1858.404255319149 -1878.4946808510638
31062 -1857.9308510638298 -1878.537234042553
31063 -1856.968085106383 -1878.5159574468084
31065 -1855.8829787234042 -1877.8670212765958
31066 -1854.1436170212767 -1877.6489361702127
31067 -1851.8829787234042 -1877.3351063829787
31068 -1848.0478723404256 -1876.2074468085107
31070 -1844.6968085106382 -1875.1063829787233
31071 -1840.223404255319 -1874.0797872340424
31072 -1836.5531914893618 -1871.7446808510638
31073 -1831.4840425531916 -1868.776595744681
31075 -1825.627659574468 -1865.3031914893618
31076 -1820.595744680851 -1861.287234042553
31077 -1817.4414893617022 -1856.9414893617022
31078 -1813.462765957447 -1852.1755319148936
31080 -1810.2340425531916 -1847.1170212765958
31081 -1807.973404255319 -1841.7712765957447
31082 -1806.2340425531916 -1837.0585106382978
31083 -1805.281914893617 -1833.2712765957447
31085 -1805.0851063829787 -1829.973404255319
31086 -1803.6755319148936 -1827.1063829787233
31087 -1801.936170212766 -1825.0106382978724
31088 -1799.4893617021276 -1823.6382978723404
31090 -1796.2446808510638 -1823.037234042553
31091 -1790.313829787234 -1823.037234042553
31092 -1781.026595744681 -1822.787234042553
31093 -1767.973404255319 -1821.973404255319
31095 -1751.712765957447 -1819.5425531914893
31096 -1731.712765957447 -1814.723404255319
31097 -1710.5425531914893 -1806.340425531915
31098 -1688.0106382978724 -1794.372340425532
31100 -1664.3829787234042 -1779.3670212765958
31101 -1642.372340425532 -1761.218085106383
31102 -1621.1329787234042 -1741.1968085106382
31103 -1598.031914893617 -1719.1808510638298
31105 -1571.590425531915 -1695.6170212765958
31106 -1537.063829787234 -1672.5053191489362
31107 -1498.159574468085 -1649.6117021276596
31108 -1448.872340425532 -1626.723404255319
31110 -1385.8989361702127 -1600.9840425531916
31111 -1313.8989361702127 -1570.3510638297873
31112 -1238.377659574468 -1532.4840425531916
31113 -1159.1010638297873 -1485.6755319148936
31115 -1074.627659574468 -1429.095744680851
31116 -986.8457446808511 -1362.659574468085
31117 -905.8882978723404 -1287.776595744681
31118 -839.0212765957447 -1207.0851063829787
31120 -782.4734042553191 -1122.0212765957447
31121 -738.6542553191489 -1036.0053191489362
31122 -717.5106382978723 -953.5691489361702
31123 -704.9255319148937 -879.3510638297872
31125 -698.6329787234042 -815.6595744680851
31126 -699.7925531914893 -766.5212765957447
31127 -698.5851063829788 -730.9308510638298
31128 -701.5957446808511 -706.6489361702128
31130 -711.563829787234 -692.281914893617
31131 -720.0691489361702 -686.75
31132 -728.2446808510638 -686.8776595744681
31133 -735.8723404255319 -689.6808510638298
31135 -735.9095744680851 -693.7234042553191
31136 -734.3829787234042 -699.2074468085107
31137 -732.9840425531914 -705.313829787234
31138 -728.2978723404256 -711.313829787234
31140 -725.3723404255319 -715.7021276595744
31141 -720.031914893617 -716.9255319148937
31142 -708.686170212766 -714.4202127659574
31143 -698.6436170212766 -709.6063829787234
31145 -693.1595744680851 -703.1808510638298
31146 -684.9042553191489 -695.8085106382979
31147 -679.0797872340426 -687.75
31148 -674.5372340425532 -679.0
31150 -670.7446808510638 -670.6489361702128
31151 -660.7553191489362 -663.1542553191489
31152 -648.0478723404256 -656.8670212765958
31153 -636.5691489361702 -651.3297872340426
31155 -619.4414893617021 -645.4042553191489
31156 -591.5478723404256 -639.2765957446809
31157 -557.1755319148937 -629.563829787234
31158 -515.5851063829788 -616.2925531914893
31160 -459.22872340425533 -598.6595744680851
31161 -392.71276595744683 -574.2553191489362
31162 -328.3563829787234 -541.8297872340426
31163 -260.26063829787233 -502.0159574468085
31165 -182.81382978723406 -453.1648936170213
31166 -105.06382978723404 -395.5159574468085
31167 -21.638297872340427 -332.6968085106383
31168 64.59574468085107 -264.21276595744683
31170 142.01063829787233 -189.1755319148936
31171 219.73936170212767 -110.26595744680851
31172 304.77127659574467 -28.409574468085108
31173 379.01063829787233 53.069148936170215
31175 433.6968085106383 132.85638297872342
31176 481.1010638297872 210.62765957446808
31177 524.3031914893617 285.5531914893617
31178 563.4202127659574 355.8723404255319
31180 583.5478723404256 418.5585106382979
31181 585.1968085106383 473.52127659574467
31182 576.2021276595744 520.2446808510638
31183 556.1436170212766 555.9627659574468
31185 529.8031914893617 580.0
31186 496.53723404255317 592.0957446808511
31187 448.8936170212766 594.3670212765958
31188 395.25 586.2872340425532
31190 340.6329787234043 567.2287234042553
31191 286.42021276595744 538.1329787234042
31192 236.50531914893617 501.9255319148936
31193 187.45744680851064 460.1808510638298
31195 134.30851063829786 413.6755319148936
31196 90.56914893617021 365.3510638297872
31197 61.12234042553192 318.02659574468083
31198 36.34574468085106 272.468085106383
31200 14.632978723404255 230.43617021276594
31201 -0.11702127659574468 192.14361702127658
31202 -11.712765957446809 159.67021276595744
31203 -29.29787234042553 131.52659574468086
31205 -43.452127659574465 106.65425531914893
31206 -47.29255319148936 84.63829787234043
31207 -60.952127659574465 66.99468085106383
31208 -66.98936170212765 51.797872340425535
31210 -64.03191489361703 39.005319148936174
31211 -67.73404255319149 28.356382978723403
31212 -68.42021276595744 18.72872340425532
31213 -67.30851063829788 10.680851063829786
31215 -69.45744680851064 6.01063829787234
31216 -71.43085106382979 4.079787234042553
31217 -73.01063829787235 2.851063829787234
31218 -74.9627659574468 4.053191489361702
31220 -79.68085106382979 7.303191489361702
31221 -89.29255319148936 10.77127659574468
31222 -106.02127659574468 13.446808510638299
31223 -130.28191489361703 12.898936170212766
31225 -171.68617021276594 9.72872340425532
31226 -229.43085106382978 2.601063829787234
31227 -295.3510638297872 -11.962765957446809
31228 -373.1010638297872 -36.52127659574468
31230 -460.8031914893617 -72.58510638297872
31231 -550.5478723404256 -120.12234042553192
31232 -638.4946808510638 -181.23936170212767
31233 -720.3776595744681 -255.62234042553192
31235 -797.4042553191489 -340.1914893617021
31236 -864.5212765957447 -431.06382978723406
31237 -919.3776595744681 -524.718085106383
31238 -964.1170212765958 -617.5478723404256
31240 -1004.2021276595744 -704.1276595744681
31241 -1035.4787234042553 -781.7553191489362
31242 -1058.8563829787233 -849.1223404255319
31243 -1079.4148936170213 -904.8457446808511
31245 -1099.9893617021276 -949.2553191489362
31246 -1122.313829787234 -984.7234042553191
31247 -1154.377659574468 -1014.3404255319149
31248 -1193.0106382978724 -1040.462765957447
31250 -1233.0425531914893 -1065.9840425531916
31251 -1272.8989361702127 -1093.4202127659576
31252 -1313.4574468085107 -1123.5
31253 -1351.3191489361702 -1156.5053191489362
31255 -1387.6914893617022 -1194.095744680851
31256 -1420.2393617021276 -1235.3936170212767
31257 -1448.8244680851064 -1276.5531914893618
31258 -1475.654255319149 -1317.7021276595744
31260 -1496.622340425532 -1355.5106382978724
31261 -1515.0053191489362 -1389.627659574468
31262 -1534.2606382978724 -1419.4574468085107
31263 -1550.9414893617022 -1445.3191489361702
31265 -1566.8882978723404 -1468.090425531915
31266 -1582.0531914893618 -1489.8351063829787
31267 -1597.1702127659576 -1509.281914893617
31268 -1610.537234042553 -1527.904255319149
31270 -1623.1702127659576 -1545.4521276595744
31271 -1632.0797872340424 -1562.377659574468
31272 -1641.595744680851 -1578.468085106383
31273 -1650.7659574468084 -1592.2712765957447
31275 -1656.877659574468 -1604.0691489361702
31276 -1661.5425531914893 -1615.1382978723404
31277 -1666.9202127659576 -1625.1010638297873
31278 -1671.781914893617 -1633.712765957447
31280 -1676.2659574468084 -1641.5585106382978
31281 -1680.218085106383 -1648.718085106383
31282 -1684.026595744681 -1654.595744680851
31283 -1686.5212765957447 -1660.4255319148936
31285 -1688.409574468085 -1665.5106382978724
31286 -1691.909574468085 -1670.3191489361702
31287 -1696.5531914893618 -1674.154255319149
31288 -1697.7074468085107 -1678.1489361702127
31290 -1699.3297872340424 -1681.3829787234042
31291 -1702.6489361702127 -1684.345744680851
31292 -1705.7446808510638 -1687.3244680851064
31293 -1707.531914893617 -1689.5159574468084
31295 -1710.1755319148936 -1691.6702127659576
31296 -1712.372340425532 -1694.25
31297 -1714.968085106383 -1696.627659574468
31298 -1718.0531914893618 -1698.9521276595744
31300 -1720.8936170212767 -1700.2340425531916
31301 -1723.6436170212767 -1701.6010638297873
31302 -1727.5691489361702 -1703.590425531915
31303 -1730.9414893617022 -1705.4255319148936
31305 -1733.9893617021276 -1706.4308510638298
31306 -1736.5159574468084 -1708.4574468085107
31307 -1739.8829787234042 -1710.2446808510638
31308 -1743.122340425532 -1711.6063829787233
31310 -1747.223404255319 -1714.0691489361702
31311 -1750.3244680851064 -1716.1702127659576
31312 -1751.9414893617022 -1717.962765957447
31313 -1754.3244680851064 -1720.3829787234042
31315 -1757.5212765957447 -1723.0
31316 -1759.4414893617022 -1725.537234042553
31317 -1761.8297872340424 -1728.186170212766
31318 -1764.2606382978724 -1730.723404255319
31320 -1766.776595744681 -1733.6170212765958
31321 -1767.909574468085 -1736.7712765957447
31322 -1769.6968085106382 -1738.973404255319
31323 -1771.904255319149 -1741.2659574468084
31325 -1773.5744680851064 -1744.0053191489362
31326 -1774.9308510638298 -1747.031914893617
31327 -1777.1808510638298 -1749.4468085106382
31328 -1777.813829787234 -1751.7393617021276
31330 -1778.6382978723404 -1753.6914893617022
31331 -1780.2446808510638 -1755.8031914893618
31332 -1782.5106382978724 -1757.9787234042553
31333 -1783.8882978723404 -1760.3085106382978
31335 -1785.1436170212767 -1761.9574468085107
31336 -1784.6808510638298 -1763.0744680851064
31337 -1785.0797872340424 -1764.3882978723404
31338 -1786.3989361702127 -1765.9946808510638
31340 -1787.4574468085107 -1767.1914893617022
31341 -1789.1170212765958 -1768.627659574468
31342 -1790.4468085106382 -1769.813829787234
31343 -1789.5691489361702 -1771.1755319148936
31345 -1789.3297872340424 -1771.787234042553
31346 -1789.9255319148936 -1772.8191489361702
31347 -1792.4787234042553 -1774.25
31348 -1795.0106382978724 -1775.6063829787233
31350 -1795.8829787234042 -1776.563829787234
31351 -1797.9255319148936 -1777.4787234042553
31352 -1799.9787234042553 -1778.3936170212767
31353 -1800.0744680851064 -1779.595744680851
31355 -1801.5797872340424 -1780.8510638297873
31356 -1802.159574468085 -1782.223404255319
31357 -1802.6117021276596 -1783.718085106383
31358 -1803.627659574468 -1786.031914893617
31360 -1805.0585106382978 -1787.590425531915
31361 -1804.973404255319 -1788.7712765957447
31362 -1805.127659574468 -1790.877659574468
31363 -1804.5744680851064 -1793.037234042553
31365 -1804.877659574468 -1795.473404255319
31366 -1803.4574468085107 -1797.4148936170213
31367 -1802.2659574468084 -1798.590425531915
31368 -1800.904255319149 -1799.909574468085
31370 -1801.537234042553 -1801.0478723404256
31371 -1802.5851063829787 -1802.2340425531916
31372 -1802.5053191489362 -1802.6702127659576
31373 -1802.6063829787233 -1803.4202127659576
31375 -1802.4574468085107 -1803.8191489361702
31376 -1801.8085106382978 -1804.1914893617022
31377 -1802.2021276595744 -1804.6702127659576
31378 -1801.372340425532 -1805.3829787234042
31380 -1800.9893617021276 -1806.0425531914893
31381 -1801.218085106383 -1806.4521276595744
31382 -1800.872340425532 -1806.9893617021276
31383 -1801.1648936170213 -1807.9787234042553
31385 -1801.5053191489362 -1808.3297872340424
31386 -1800.3191489361702 -1808.8351063829787
31387 -1800.095744680851 -1809.5159574468084
31388 -1799.5159574468084 -1810.186170212766
31390 -1799.122340425532 -1810.3510638297873
31391 -1800.026595744681 -1810.6329787234042
31392 -1800.4893617021276 -1810.5744680851064
31393 -1799.1170212765958 -1810.4468085106382
31395 -1799.776595744681 -1810.622340425532
31396 -1800.2606382978724 -1810.9255319148936
31397 -1799.7340425531916 -1810.622340425532
31398 -1798.3936170212767 -1810.5053191489362
31400 -1798.6489361702127 -1810.3829787234042
31401 -1799.313829787234 -1810.5797872340424
31402 -1799.3031914893618 -1810.9308510638298
31403 -1799.0691489361702 -1811.3563829787233
31405 -1799.037234042553 -1810.962765957447
31406 -1798.718085106383 -1811.0851063829787
31407 -1799.090425531915 -1811.3670212765958
31408 -1798.0744680851064 -1811.5053191489362
31410 -1798.4787234042553 -1811.686170212766
31411 -1798.287234042553 -1811.5744680851064
31412 -1799.0425531914893 -1811.1489361702127
31413 -1799.563829787234 -1810.8670212765958
31415 -1799.9787234042553 -1810.9521276595744
31416 -1799.4787234042553 -1810.4787234042553
31417 -1799.1648936170213 -1810.2340425531916
31418 -1798.9148936170213 -1810.2606382978724
31420 -1798.5744680851064 -1810.0585106382978
31421 -1798.5851063829787 -1810.3191489361702
31422 -1799.1702127659576 -1810.276595744681
31423 -1799.4521276595744 -1810.223404255319
31425 -1800.1914893617022 -1809.9148936170213
31426 -1800.7021276595744 -1810.063829787234
31427 -1798.7393617021276 -1810.2287234042553
31428 -1797.6755319148936 -1810.2021276595744
31430 -1798.0159574468084 -1810.563829787234
31431 -1798.6170212765958 -1811.063829787234
31432 -1800.0053191489362 -1811.0691489361702
31433 -1800.1914893617022 -1811.6914893617022
31435 -1799.372340425532 -1811.622340425532
31436 -1799.404255319149 -1811.1755319148936
31437 -1800.4202127659576 -1810.8244680851064
31438 -1800.4521276595744 -1811.0531914893618
31440 -1800.845744680851 -1811.2287234042553
31441 -1800.2978723404256 -1811.186170212766
31442 -1800.218085106383 -1810.8351063829787
31443 -1800.4946808510638 -1811.3191489361702
31445 -1801.1382978723404 -1811.5585106382978
31446 -1800.5159574468084 -1811.9148936170213
31447 -1799.4840425531916 -1811.909574468085
31448 -1799.6968085106382 -1812.6808510638298
31450 -1800.281914893617 -1812.9148936170213
31451 -1799.6648936170213 -1813.0531914893618
31452 -1800.1914893617022 -1813.3936170212767
31453 -1801.0053191489362 -1813.6914893617022
31455 -1801.723404255319 -1814.3829787234042
31456 -1801.3297872340424 -1814.9521276595744
31457 -1800.3351063829787 -1815.1648936170213
31458 -1800.4574468085107 -1815.787234042553
31460 -1801.436170212766 -1815.840425531915
31461 -1801.6808510638298 -1816.526595744681
31462 -1801.8510638297873 -1816.973404255319
31463 -1801.75 -1817.5744680851064
31465 -1803.3510638297873 -1818.1968085106382
31466 -1804.159574468085 -1818.622340425532
31467 -1805.1063829787233 -1819.8085106382978
31468 -1805.590425531915 -1820.813829787234
31470 -1806.1010638297873 -1821.627659574468
31471 -1806.8989361702127 -1822.6170212765958
31472 -1807.2712765957447 -1823.2712765957447
31473 -1806.409574468085 -1823.6329787234042
31475 -1807.090425531915 -1824.2287234042553
31476 -1807.0478723404256 -1824.8563829787233
31477 -1807.4574468085107 -1825.3936170212767
31478 -1809.2553191489362 -1826.5585106382978
31480 -1809.7659574468084 -1827.0797872340424
31481 -1810.0478723404256 -1827.026595744681
31482 -1810.9255319148936 -1827.276595744681
31483 -1810.9840425531916 -1828.154255319149
31485 -1811.2340425531916 -1828.7446808510638
31486 -1811.8882978723404 -1829.313829787234
31487 -1813.159574468085 -1830.0159574468084
31488 -1814.1648936170213 -1830.4787234042553
31490 -1814.7074468085107 -1831.1063829787233
31491 -1815.0797872340424 -1831.7340425531916
31492 -1815.813829787234 -1832.531914893617
31493 -1817.0212765957447 -1833.340425531915
31495 -1819.095744680851 -1833.968085106383
31496 -1820.276595744681 -1834.7606382978724
31497 -1821.4574468085107 -1835.5106382978724
31498 -1822.595744680851 -1836.4521276595744
31500 -1824.0585106382978 -1837.2925531914893
31501 -1824.590425531915 -1837.8989361702127
31502 -1825.6063829787233 -1838.223404255319
31503 -1826.1382978723404 -1839.0212765957447
31505 -1826.372340425532 -1839.4308510638298
31506 -1826.526595744681 -1840.2712765957447
31507 -1828.377659574468 -1840.8670212765958
31508 -1829.218085106383 -1841.936170212766
31510 -1829.8191489361702 -1842.8829787234042
31511 -1830.4414893617022 -1843.6702127659576
31512 -1831.2446808510638 -1844.154255319149
31513 -1832.5531914893618 -1844.8670212765958
31515 -1833.154255319149 -1846.0744680851064
31516 -1833.8510638297873 -1846.904255319149
31517 -1834.5797872340424 -1847.8670212765958
31518 -1834.6170212765958 -1848.159574468085
31520 -1835.122340425532 -1848.7553191489362
31521 -1835.313829787234 -1850.0
31522 -1836.2712765957447 -1851.1170212765958
31523 -1836.526595744681 -1852.2287234042553
31525 -1837.4414893617022 -1852.595744680851
31526 -1837.8297872340424 -1852.936170212766
31527 -1837.9308510638298 -1854.0531914893618
31528 -1838.5531914893618 -1854.845744680851
31530 -1839.3989361702127 -1855.409574468085
31531 -1840.122340425532 -1856.0851063829787
31532 -1840.4840425531916 -1856.7074468085107
31533 -1841.090425531915 -1857.122340425532
31535 -1841.787234042553 -1858.0212765957447
31536 -1841.6436170212767 -1858.4521276595744
31537 -1842.218085106383 -1858.5585106382978
31538 -1841.5691489361702 -1858.6968085106382
31540 -1841.3085106382978 -1859.0797872340424
31541 -1841.5425531914893 -1859.25
31542 -1842.154255319149 -1859.4255319148936
31543 -1842.340425531915 -1859.6489361702127
31545 -1842.9202127659576 -1859.9308510638298
31546 -1843.6968085106382 -1860.2553191489362
31547 -1843.8617021276596 -1860.2978723404256
31548 -1843.223404255319 -1860.3882978723404
31550 -1843.2287234042553 -1860.9893617021276
31551 -1842.781914893617 -1861.7659574468084
31552 -1842.8085106382978 -1862.127659574468
31553 -1843.1329787234042 -1862.4574468085107
31555 -1843.627659574468 -1862.6648936170213
31556 -1843.8829787234042 -1862.9255319148936
31557 -1843.8936170212767 -1863.037234042553
31558 -1843.8031914893618 -1863.473404255319
31560 -1844.4308510638298 -1863.718085106383
31561 -1844.026595744681 -1863.7978723404256
31562 -1844.3510638297873 -1863.973404255319
31563 -1845.0 -1863.6436170212767
31565 -1845.313829787234 -1863.590425531915
31566 -1845.2606382978724 -1863.8191489361702
31567 -1845.9308510638298 -1863.909574468085
31568 -1846.0159574468084 -1864.1382978723404
31570 -1845.622340425532 -1864.2978723404256
31571 -1845.3882978723404 -1864.8882978723404
31572 -1845.6329787234042 -1865.1755319148936
31573 -1845.2021276595744 -1865.9148936170213
31575 -1845.7340425531916 -1866.654255319149
31576 -1845.8882978723404 -1867.2712765957447
31577 -1846.75 -1867.9787234042553
31578 -1847.6702127659576 -1868.5851063829787
31580 -1847.909574468085 -1869.0478723404256
31581 -1847.1968085106382 -1869.2393617021276
31582 -1847.526595744681 -1869.5851063829787
31583 -1847.4840425531916 -1869.8563829787233
31585 -1847.6702127659576 -1869.7446808510638
31586 -1847.813829787234 -1869.75
31587 -1848.2712765957447 -1869.718085106383
31588 -1848.5053191489362 -1869.6436170212767
31590 -1848.904255319149 -1869.4148936170213
31591 -1848.872340425532 -1869.2925531914893
31592 -1848.787234042553 -1868.7978723404256
31593 -1848.7712765957447 -1868.7446808510638
31595 -1849.1968085106382 -1868.537234042553
31596 -1848.6329787234042 -1868.037234042553
31597 -1848.6648936170213 -1867.723404255319
31598 -1848.8670212765958 -1867.6808510638298
31600 -1848.3882978723404 -1867.1489361702127
31601 -1848.686170212766 -1866.840425531915
31602 -1849.4308510638298 -1866.462765957447
31603 -1849.1436170212767 -1866.223404255319
31605 -1849.223404255319 -1865.1489361702127
31606 -1848.686170212766 -1864.877659574468
31607 -1848.7978723404256 -1864.627659574468
31608 -1848.1808510638298 -1864.377659574468
31610 -1848.8617021276596 -1864.409574468085
31611 -1848.962765957447 -1864.9202127659576
31612 -1848.372340425532 -1864.813829787234
31613 -1848.2553191489362 -1865.287234042553
31615 -1848.531914893617 -1865.8244680851064
31616 -1849.026595744681 -1865.904255319149
31617 -1849.5797872340424 -1866.3882978723404
31618 -1849.5212765957447 -1866.6702127659576
31620 -1849.781914893617 -1866.8297872340424
31621 -1849.526595744681 -1867.154255319149
31622 -1850.0531914893618 -1867.3031914893618
31623 -1850.2287234042553 -1867.526595744681
