ns "trace A [ADC]" "trace B [ADC]"
30945 -1863.3193717277486 -1881.523560209424
30946 -1863.8586387434555 -1881.4816753926702
30947 -1863.303664921466 -1881.125654450262
30948 -1863.6020942408377 -1880.9842931937173
30950 -1863.3246073298428 -1881.1151832460732
30951 -1863.6439790575917 -1881.3821989528797
30952 -1863.371727748691 -1881.4293193717278
30953 -1863.6910994764398 -1881.4083769633507
30955 -1863.455497382199 -1881.0052356020942
30956 -1863.502617801047 -1880.869109947644
30957 -1863.1780104712043 -1881.3874345549739
30958 -1863.9267015706807 -1881.2041884816754
30960 -1863.4083769633507 -1881.2774869109949
30961 -1864.0628272251308 -1881.5392670157069
30962 -1863.7539267015707 -1881.3193717277486
30963 -1864.0314136125655 -1881.3769633507854
30965 -1863.628272251309 -1882.0157068062827
30966 -1863.9057591623036 -1881.5968586387435
30967 -1863.8795811518326 -1881.5916230366493
30968 -1864.34554973822 -1881.6753926701572
30970 -1863.7277486910996 -1882.1832460732985
30971 -1864.109947643979 -1882.0628272251308
30972 -1863.6020942408377 -1882.151832460733
30973 -1863.6701570680627 -1881.7225130890051
30975 -1863.5968586387435 -1882.0942408376964
30976 -1864.1989528795812 -1882.0052356020942
30977 -1863.8167539267015 -1882.3874345549739
30978 -1864.3769633507854 -1881.9738219895287
30980 -1863.628272251309 -1882.130890052356
30981 -1864.0261780104713 -1881.9214659685863
30982 -1863.5916230366493 -1881.8429319371728
30983 -1863.8219895287957 -1881.8429319371728
30985 -1863.6492146596859 -1882.2146596858638
30986 -1864.1151832460732 -1881.9790575916231
30987 -1863.7015706806283 -1882.1780104712043
30988 -1864.130890052356 -1882.0052356020942
30990 -1863.5078534031413 -1882.109947643979
30991 -1864.068062827225 -1882.130890052356
30992 -1863.7120418848167 -1882.1151832460732
30993 -1864.0785340314137 -1881.9528795811518
30995 -1863.8167539267015 -1881.8586387434555
30996 -1863.9685863874345 -1881.7120418848167
30997 -1863.6178010471203 -1881.8429319371728
30998 -1863.7434554973822 -1881.8952879581152
31000 -1863.4816753926702 -1881.717277486911
31001 -1863.6230366492146 -1881.6230366492146
31002 -1863.4293193717278 -1881.8795811518326
31003 -1863.7486910994764 -1881.764397905759
31005 -1863.3769633507854 -1881.869109947644
31006 -1863.9685863874345 -1881.8429319371728
31007 -1863.2879581151833 -1881.8324607329844
31008 -1863.6649214659685 -1881.3141361256544
31010 -1863.3612565445026 -1881.6858638743456
31011 -1863.523560209424 -1881.7277486910996
31012 -1863.34554973822 -1881.8795811518326
31013 -1863.2984293193717 -1881.7591623036649
31015 -1863.1570680628272 -1881.958115183246
31016 -1863.8848167539268 -1881.8848167539268
31017 -1863.3664921465968 -1882.4659685863874
31018 -1863.9685863874345 -1881.9947643979058
31020 -1863.3403141361257 -1882.2879581151833
31021 -1864.0366492146597 -1882.5130890052355
31022 -1863.7696335078533 -1882.371727748691
31023 -1863.8376963350786 -1882.2565445026178
31025 -1863.5130890052355 -1882.5497382198953
31026 -1863.8115183246073 -1882.3874345549739
31027 -1863.6335078534032 -1882.3507853403141
31028 -1863.874345549738 -1882.5549738219895
31030 -1863.1675392670156 -1882.5392670157069
31031 -1863.2774869109949 -1882.4083769633507
31032 -1862.9109947643979 -1882.5916230366493
31033 -1863.2984293193717 -1882.392670157068
31035 -1863.083769633508 -1882.2146596858638
31036 -1863.083769633508 -1882.151832460733
31037 -1862.5811518324608 -1882.2670157068062
31038 -1862.5968586387435 -1881.7853403141362
31040 -1862.34554973822 -1882.0994764397906
31041 -1862.4240837696334 -1881.8586387434555
31042 -1862.1675392670156 -1881.7434554973822
31043 -1862.0104712041884 -1881.4083769633507
31045 -1861.371727748691 -1881.2879581151833
31046 -1861.392670157068 -1880.958115183246
31047 -1860.1727748691098 -1880.9109947643979
31048 -1859.9005235602094 -1880.5497382198953
31050 -1858.780104712042 -1879.958115183246
31051 -1856.806282722513 -1879.6439790575917
31052 -1852.6020942408377 -1879.3246073298428
31053 -1847.4240837696334 -1878.3141361256544
31055 -1838.371727748691 -1877.1465968586388
31056 -1827.303664921466 -1874.3874345549739
31057 -1813.2094240837696 -1870.6178010471203
31058 -1796.9790575916231 -1864.6125654450261
31060 -1777.8115183246073 -1855.9947643979058
31061 -1761.3403141361257 -1844.890052356021
31062 -1746.0157068062827 -1831.4659685863874
31063 -1734.497382198953 -1816.125654450262
31065 -1726.1727748691098 -1800.1989528795812
31066 -1723.235602094241 -1783.9267015706807
31067 -1721.9738219895287 -1768.8638743455497
31068 -1720.455497382199 -1756.0942408376964
31070 -1715.7905759162304 -1747.6439790575917
31071 -1708.413612565445 -1742.7905759162304
31072 -1696.2670157068062 -1739.8795811518326
31073 -1678.1780104712043 -1737.2722513089004
31075 -1649.9895287958116 -1733.4240837696334
31076 -1611.2722513089004 -1727.1780104712043
31077 -1556.4397905759163 -1716.6125654450261
31078 -1486.8219895287957 -1698.0575916230366
31080 -1402.3246073298428 -1670.1570680628272
31081 -1299.083769633508 -1630.455497382199
31082 -1177.717277486911 -1575.7748691099475
31083 -1050.083769633508 -1504.9476439790576
31085 -918.5916230366493 -1418.523560209424
31086 -788.8795811518324 -1315.6387434554974
31087 -664.9109947643979 -1196.1832460732985
31088 -552.5392670157069 -1066.5497382198953
31090 -452.87958115183244 -931.4554973821989
31091 -376.9947643979058 -795.7591623036649
31092 -329.78534031413614 -666.5392670157069
31093 -313.0628272251309 -550.3717277486911
31095 -320.17277486910996 -451.5916230366492
31096 -339.62303664921467 -374.4554973821989
31097 -370.42931937172773 -321.9581151832461
31098 -410.78534031413614 -292.5759162303665
31100 -455.565445026178 -284.586387434555
31101 -503.5602094240838 -297.72774869109946
31102 -548.2303664921466 -326.64397905759165
31103 -589.1204188481676 -364.1413612565445
31105 -627.5392670157069 -406.40314136125653
31106 -664.869109947644 -450.67015706806285
31107 -696.2146596858639 -495.82722513089004
31108 -720.6178010471205 -539.717277486911
31110 -745.7120418848167 -581.890052356021
31111 -769.6806282722513 -620.6387434554974
31112 -784.5497382198953 -656.0680628272252
31113 -795.5445026178011 -688.0837696335078
31115 -804.7277486910995 -714.7539267015707
31116 -804.5183246073299 -736.4502617801047
31117 -796.7539267015707 -754.5340314136125
31118 -785.4659685863875 -768.1570680628272
31120 -767.0052356020942 -776.2303664921466
31121 -740.3769633507853 -779.4397905759163
31122 -704.1832460732984 -776.151832460733
31123 -661.4816753926701 -765.282722513089
31125 -604.7434554973822 -746.869109947644
31126 -538.4450261780105 -720.6439790575917
31127 -464.4083769633508 -685.6020942408377
31128 -383.3089005235602 -639.4240837696335
31130 -298.434554973822 -584.2513089005236
31131 -209.59162303664922 -519.6387434554974
31132 -113.97905759162303 -446.9319371727749
31133 -7.518324607329843 -366.1256544502618
31135 105.12565445026178 -277.4240837696335
31136 215.72251308900525 -181.91623036649216
31137 330.68586387434556 -81.13612565445027
31138 450.434554973822 24.214659685863875
31140 566.2303664921466 131.93193717277487
31141 675.2931937172775 240.4607329842932
31142 785.0994764397906 348.0890052356021
31143 893.2513089005236 451.0680628272251
31145 989.0890052356021 548.6649214659686
31146 1069.2408376963351 640.4659685863875
31147 1142.4816753926702 724.9267015706806
31148 1204.282722513089 800.958115183246
31150 1259.5497382198953 869.9057591623036
31151 1303.219895287958 932.0471204188482
31152 1333.4397905759163 985.7068062827225
31153 1359.6125654450261 1032.3141361256544
31155 1375.5078534031413 1073.413612565445
31156 1376.219895287958 1106.3141361256544
31157 1364.9790575916231 1131.5340314136126
31158 1338.523560209424 1151.2931937172775
31160 1295.7853403141362 1163.3560209424083
31161 1237.6806282722514 1166.7225130890051
31162 1167.1727748691098 1162.6753926701572
31163 1086.3403141361257 1149.0575916230366
31165 984.6282722513089 1124.6701570680627
31166 864.1989528795812 1090.0732984293193
31167 742.3298429319372 1045.5340314136126
31168 620.2670157068063 990.9214659685864
31170 497.59685863874347 926.4240837696335
31171 372.6387434554974 852.2041884816754
31172 255.33507853403142 769.1047120418848
31173 143.1937172774869 679.9895287958116
31175 38.25130890052356 582.5497382198953
31176 -57.02094240837696 479.05759162303667
31177 -143.22513089005236 373.3089005235602
31178 -223.0628272251309 266.15706806282725
31180 -291.90575916230364 160.15706806282722
31181 -352.40314136125653 58.204188481675395
31182 -405.4973821989529 -36.204188481675395
31183 -452.0418848167539 -121.61256544502618
31185 -494.3612565445026 -198.04188481675394
31186 -533.4450261780105 -267.8952879581152
31187 -565.8534031413612 -329.16230366492147
31188 -593.8743455497382 -381.3089005235602
31190 -612.5078534031413 -427.0523560209424
31191 -630.1465968586388 -467.8219895287958
31192 -645.5130890052357 -503.9005235602094
31193 -652.5130890052357 -533.9947643979058
31195 -656.3089005235602 -558.8952879581152
31196 -658.3560209424083 -579.5497382198953
31197 -653.3193717277487 -595.3612565445026
31198 -640.82722513089 -604.6020942408377
31200 -625.6230366492147 -608.7068062827225
31201 -614.1256544502618 -608.5968586387435
31202 -597.738219895288 -604.6596858638743
31203 -577.5130890052357 -595.2513089005236
31205 -561.8062827225131 -583.1047120418848
31206 -550.5602094240837 -568.1204188481676
31207 -545.82722513089 -550.1570680628272
31208 -552.5445026178011 -532.0523560209424
31210 -572.7434554973822 -516.0366492146596
31211 -606.3298429319372 -504.64397905759165
31212 -655.8376963350786 -500.0890052356021
31213 -722.9947643979058 -506.9581151832461
31215 -801.1151832460733 -527.4973821989529
31216 -887.6020942408377 -562.0942408376964
31217 -973.4502617801047 -612.4293193717277
31218 -1053.3664921465968 -677.4450261780105
31220 -1126.068062827225 -754.3769633507853
31221 -1192.8638743455497 -837.8376963350786
31222 -1250.2460732984293 -923.6282722513089
31223 -1298.8115183246073 -1006.5863874345549
31225 -1334.6910994764398 -1082.9057591623036
31226 -1363.3979057591623 -1150.717277486911
31227 -1383.282722513089 -1209.151832460733
31228 -1398.8795811518326 -1257.3979057591623
31230 -1409.1884816753927 -1297.7120418848167
31231 -1419.8272251308902 -1329.083769633508
31232 -1428.780104712042 -1353.4188481675392
31233 -1437.628272251309 -1372.1465968586388
31235 -1447.5078534031413 -1387.1204188481674
31236 -1461.1151832460732 -1399.1570680628272
31237 -1477.5916230366493 -1410.3507853403141
31238 -1496.738219895288 -1421.6753926701572
31240 -1516.2774869109949 -1434.5916230366493
31241 -1538.3298429319373 -1448.4188481675392
31242 -1558.6910994764398 -1464.497382198953
31243 -1577.0261780104713 -1482.4921465968587
31245 -1592.8586387434555 -1502.7486910994764
31246 -1607.0523560209424 -1523.219895287958
31247 -1617.6020942408377 -1543.2774869109949
31248 -1628.8010471204188 -1562.2931937172775
31250 -1639.3874345549739 -1579.6910994764398
31251 -1646.502617801047 -1594.1832460732985
31252 -1652.219895287958 -1606.8952879581152
31253 -1658.476439790576 -1617.0314136125655
31255 -1662.2513089005236 -1625.8324607329844
31256 -1667.0942408376964 -1632.9685863874345
31257 -1672.235602094241 -1639.8429319371728
31258 -1677.6178010471203 -1645.8324607329844
31260 -1681.3664921465968 -1651.2670157068062
31261 -1685.3089005235602 -1655.9842931937173
31262 -1687.874345549738 -1659.7277486910996
31263 -1691.6020942408377 -1663.5706806282722
31265 -1694.9424083769634 -1667.4450261780105
31266 -1699.151832460733 -1670.3193717277486
31267 -1701.1623036649214 -1673.2879581151833
31268 -1703.1832460732985 -1676.4659685863874
31270 -1704.2722513089004 -1679.3769633507854
31271 -1707.9842931937173 -1682.0157068062827
31272 -1710.874345549738 -1685.4712041884816
31273 -1712.65445026178 -1687.5130890052355
31275 -1714.7539267015707 -1689.6910994764398
31276 -1718.3664921465968 -1691.6910994764398
31277 -1720.193717277487 -1694.4293193717278
31278 -1722.476439790576 -1695.958115183246
31280 -1725.392670157068 -1697.7277486910996
31281 -1728.65445026178 -1699.455497382199
31282 -1731.4240837696334 -1701.3350785340315
31283 -1735.4659685863874 -1703.2041884816754
31285 -1737.068062827225 -1705.1675392670156
31286 -1740.6335078534032 -1706.4397905759163
31287 -1745.2513089005236 -1708.392670157068
31288 -1749.4188481675392 -1710.4188481675392
31290 -1752.9005235602094 -1712.7748691099475
31291 -1758.4712041884816 -1714.9685863874345
31292 -1763.3769633507854 -1717.586387434555
31293 -1767.848167539267 -1720.434554973822
31295 -1771.4397905759163 -1724.109947643979
31296 -1776.4240837696334 -1727.780104712042
31297 -1780.0575916230366 -1731.282722513089
31298 -1783.392670157068 -1734.8638743455497
31300 -1784.0732984293193 -1739.34554973822
31301 -1784.392670157068 -1743.2513089005236
31302 -1785.3193717277486 -1747.6806282722514
31303 -1786.434554973822 -1751.476439790576
31305 -1787.0314136125655 -1754.9267015706807
31306 -1787.4031413612565 -1757.9005235602094
31307 -1788.3612565445026 -1761.1151832460732
31308 -1788.6020942408377 -1764.0575916230366
31310 -1786.958115183246 -1766.8376963350786
31311 -1788.6701570680627 -1768.3664921465968
31312 -1788.3193717277486 -1770.3874345549739
31313 -1789.0157068062827 -1772.1989528795812
31315 -1789.9895287958116 -1773.7120418848167
31316 -1790.0052356020942 -1774.544502617801
31317 -1788.6910994764398 -1775.523560209424
31318 -1789.0261780104713 -1776.5759162303666
31320 -1788.2565445026178 -1778.6020942408377
31321 -1788.8376963350786 -1779.6649214659685
31322 -1788.9057591623036 -1780.628272251309
31323 -1789.7905759162304 -1781.0314136125655
31325 -1789.5392670157069 -1782.2722513089004
31326 -1789.6806282722514 -1783.3403141361257
31327 -1789.9267015706807 -1784.125654450262
31328 -1790.2094240837696 -1783.9476439790576
31330 -1790.0575916230366 -1784.1570680628272
31331 -1790.931937172775 -1784.6335078534032
31332 -1790.8219895287957 -1785.8010471204188
31333 -1792.7015706806283 -1786.1989528795812
31335 -1794.2408376963351 -1786.7068062827225
31336 -1795.1204188481674 -1787.607329842932
31337 -1795.5549738219895 -1788.5183246073298
31338 -1796.65445026178 -1789.1780104712043
31340 -1796.8115183246073 -1790.2984293193717
31341 -1798.4031413612565 -1790.5497382198953
31342 -1799.4869109947645 -1791.1780104712043
31343 -1801.0366492146597 -1792.1780104712043
31345 -1801.2146596858638 -1793.4502617801047
31346 -1802.0366492146597 -1795.1623036649214
31347 -1801.6178010471203 -1796.9528795811518
31348 -1801.4031413612565 -1798.130890052356
31350 -1799.9738219895287 -1800.2094240837696
31351 -1799.5916230366493 -1801.6020942408377
31352 -1799.083769633508 -1802.9738219895287
31353 -1800.068062827225 -1803.6492146596859
31355 -1799.5811518324608 -1804.9842931937173
31356 -1799.3507853403141 -1805.6230366492146
31357 -1799.130890052356 -1805.7696335078533
31358 -1799.6335078534032 -1805.931937172775
31360 -1799.4607329842931 -1805.9790575916231
31361 -1799.2879581151833 -1805.9424083769634
31362 -1798.4712041884816 -1806.806282722513
31363 -1798.497382198953 -1806.8586387434555
31365 -1797.3769633507854 -1806.544502617801
31366 -1797.4659685863874 -1806.2041884816754
31367 -1797.5183246073298 -1806.6387434554974
31368 -1797.434554973822 -1806.6858638743456
31370 -1797.2146596858638 -1806.9738219895287
31371 -1797.7015706806283 -1807.0104712041884
31372 -1797.780104712042 -1807.455497382199
31373 -1798.6178010471203 -1807.544502617801
31375 -1798.34554973822 -1808.1727748691098
31376 -1799.261780104712 -1808.2722513089004
31377 -1799.3612565445026 -1808.1570680628272
31378 -1798.9842931937173 -1808.4083769633507
31380 -1798.4293193717278 -1808.5078534031413
31381 -1798.6596858638743 -1808.7277486910996
31382 -1798.2251308900525 -1808.455497382199
31383 -1798.931937172775 -1808.0575916230366
31385 -1798.5811518324608 -1808.3769633507854
31386 -1798.8219895287957 -1808.2565445026178
31387 -1797.5916230366493 -1808.3246073298428
31388 -1796.3246073298428 -1808.1884816753927
31390 -1795.0994764397906 -1807.8219895287957
31391 -1795.8324607329844 -1807.2774869109949
31392 -1795.7015706806283 -1807.5549738219895
31393 -1796.6178010471203 -1807.235602094241
31395 -1797.0314136125655 -1807.6649214659685
31396 -1798.5183246073298 -1807.931937172775
31397 -1798.151832460733 -1808.125654450262
31398 -1797.8586387434555 -1808.6387434554974
31400 -1797.7958115183246 -1808.890052356021
31401 -1797.9476439790576 -1808.607329842932
31402 -1798.0994764397906 -1809.0628272251308
31403 -1797.9005235602094 -1808.9633507853403
31405 -1796.6649214659685 -1809.083769633508
31406 -1797.7486910994764 -1809.4816753926702
31407 -1797.1675392670156 -1809.696335078534
31408 -1796.7434554973822 -1809.3141361256544
31410 -1796.4502617801047 -1809.8010471204188
31411 -1795.7905759162304 -1810.0575916230366
31412 -1795.1727748691098 -1810.7120418848167
31413 -1796.6858638743456 -1811.041884816754
31415 -1796.5811518324608 -1811.2879581151833
31416 -1797.1413612565445 -1811.1570680628272
31417 -1796.476439790576 -1811.586387434555
31418 -1797.0628272251308 -1812.0994764397906
31420 -1797.9214659685863 -1812.2513089005236
31421 -1798.65445026178 -1812.1623036649214
31422 -1798.3403141361257 -1812.6753926701572
31423 -1798.3874345549739 -1812.7434554973822
31425 -1798.068062827225 -1813.151832460733
31426 -1798.193717277487 -1813.413612565445
31427 -1798.0732984293193 -1813.4921465968587
31428 -1799.0366492146597 -1813.7277486910996
31430 -1799.4607329842931 -1814.0157068062827
31431 -1800.303664921466 -1814.1675392670156
31432 -1800.109947643979 -1814.6178010471203
31433 -1800.3979057591623 -1815.2041884816754
31435 -1800.2094240837696 -1815.6439790575917
31436 -1800.3298429319373 -1816.1151832460732
31437 -1798.806282722513 -1816.9005235602094
31438 -1798.2041884816754 -1816.9790575916231
31440 -1798.2251308900525 -1817.8376963350786
31441 -1799.5340314136126 -1818.3193717277486
31442 -1800.3979057591623 -1818.6858638743456
31443 -1801.565445026178 -1819.1361256544503
31445 -1801.738219895288 -1819.3769633507854
31446 -1802.6335078534032 -1819.2670157068062
31447 -1801.9895287958116 -1819.3821989528797
31448 -1803.2041884816754 -1820.1989528795812
31450 -1803.125654450262 -1820.6753926701572
31451 -1803.151832460733 -1820.565445026178
31452 -1803.8167539267015 -1820.874345549738
31453 -1803.8219895287957 -1821.0
31455 -1804.0994764397906 -1821.3664921465968
31456 -1804.9005235602094 -1821.7853403141362
31457 -1804.544502617801 -1822.151832460733
31458 -1805.151832460733 -1822.1361256544503
31460 -1806.3560209424083 -1822.6335078534032
31461 -1807.1151832460732 -1822.8429319371728
31462 -1806.890052356021 -1823.4502617801047
31463 -1808.130890052356 -1824.303664921466
31465 -1808.151832460733 -1824.6439790575917
31466 -1809.3246073298428 -1824.6806282722514
31467 -1809.2041884816754 -1825.3560209424083
31468 -1809.219895287958 -1825.4397905759163
31470 -1809.3246073298428 -1825.7277486910996
31471 -1810.696335078534 -1825.9424083769634
31472 -1812.109947643979 -1826.5392670157069
31473 -1814.2722513089004 -1826.9895287958116
31475 -1814.2984293193717 -1828.1623036649214
31476 -1815.5602094240837 -1828.476439790576
31477 -1816.3612565445026 -1828.9738219895287
31478 -1817.9109947643979 -1830.7905759162304
31480 -1817.8115183246073 -1832.0628272251308
31481 -1818.9424083769634 -1832.764397905759
31482 -1819.9057591623036 -1834.1151832460732
31483 -1821.219895287958 -1835.0628272251308
31485 -1821.7853403141362 -1836.5497382198953
31486 -1824.1780104712043 -1837.4921465968587
31487 -1824.9214659685863 -1838.5130890052355
31488 -1825.4083769633507 -1839.2670157068062
31490 -1825.874345549738 -1840.3350785340315
31491 -1827.392670157068 -1841.3979057591623
31492 -1827.4869109947645 -1842.5078534031413
31493 -1827.738219895288 -1842.9528795811518
31495 -1828.8010471204188 -1844.109947643979
31496 -1830.3193717277486 -1845.1832460732985
31497 -1830.9214659685863 -1846.3664921465968
31498 -1832.6910994764398 -1846.8429319371728
31500 -1833.2879581151833 -1847.6335078534032
31501 -1834.3664921465968 -1848.7748691099475
31502 -1834.586387434555 -1849.5497382198953
31503 -1835.1727748691098 -1850.151832460733
31505 -1835.5287958115184 -1851.0994764397906
31506 -1836.3979057591623 -1851.5706806282722
31507 -1835.7958115183246 -1851.476439790576
31508 -1836.7905759162304 -1852.1727748691098
31510 -1837.371727748691 -1852.5078534031413
31511 -1838.0994764397906 -1852.6806282722514
31512 -1837.9895287958116 -1852.8376963350786
31513 -1838.0261780104713 -1853.3560209424083
31515 -1836.7696335078533 -1854.2565445026178
31516 -1837.2931937172775 -1854.869109947644
31517 -1837.7748691099475 -1855.3089005235602
31518 -1837.6806282722514 -1855.9842931937173
31520 -1837.6806282722514 -1856.5602094240837
31521 -1838.4240837696334 -1856.869109947644
31522 -1838.6806282722514 -1857.3350785340315
31523 -1839.2041884816754 -1857.544502617801
31525 -1839.3403141361257 -1857.8376963350786
31526 -1840.235602094241 -1858.2460732984293
31527 -1839.7225130890051 -1859.1413612565445
31528 -1839.848167539267 -1859.0314136125655
31530 -1839.4869109947645 -1859.2774869109949
31531 -1839.9947643979058 -1859.3979057591623
31532 -1840.3612565445026 -1859.7748691099475
31533 -1841.261780104712 -1860.1623036649214
31535 -1841.6178010471203 -1860.565445026178
31536 -1842.2984293193717 -1860.497382198953
31537 -1842.3560209424083 -1861.1413612565445
31538 -1843.0785340314137 -1861.497382198953
31540 -1842.7696335078533 -1862.2774869109949
31541 -1842.7120418848167 -1863.0314136125655
31542 -1842.696335078534 -1863.6387434554974
31543 -1843.874345549738 -1864.2251308900525
31545 -1843.5078534031413 -1865.1623036649214
31546 -1844.125654450262 -1865.7068062827225
31547 -1844.083769633508 -1866.413612565445
31548 -1845.1989528795812 -1866.4869109947645
31550 -1845.544502617801 -1866.764397905759
31551 -1846.219895287958 -1866.6020942408377
31552 -1845.780104712042 -1867.0314136125655
31553 -1846.3350785340315 -1866.9005235602094
31555 -1846.6910994764398 -1867.041884816754
31556 -1846.6230366492146 -1867.0890052356021
31557 -1845.2460732984293 -1867.0366492146597
31558 -1845.7120418848167 -1866.5183246073298
31560 -1845.5130890052355 -1866.4607329842931
31561 -1846.151832460733 -1866.3821989528797
31562 -1846.282722513089 -1866.0994764397906
31563 -1846.607329842932 -1865.717277486911
31565 -1845.6178010471203 -1865.5811518324608
31566 -1845.9790575916231 -1865.0314136125655
31567 -1845.9371727748692 -1864.6492146596859
31568 -1846.109947643979 -1864.1675392670156
31570 -1845.9947643979058 -1863.7329842931938
31571 -1845.476439790576 -1862.958115183246
31572 -1844.4712041884816 -1862.7068062827225
31573 -1844.9109947643979 -1862.5811518324608
31575 -1844.7329842931938 -1862.2146596858638
31576 -1845.4031413612565 -1861.8586387434555
31577 -1845.193717277487 -1861.9947643979058
31578 -1845.8324607329844 -1861.9738219895287
31580 -1845.9633507853403 -1862.4502617801047
31581 -1846.874345549738 -1862.502617801047
31582 -1846.7696335078533 -1862.8586387434555
31583 -1846.764397905759 -1863.0890052356021
31585 -1846.607329842932 -1863.7277486910996
31586 -1846.9214659685863 -1863.9685863874345
31587 -1847.0 -1864.2984293193717
31588 -1848.0157068062827 -1864.6492146596859
31590 -1847.8010471204188 -1865.1727748691098
31591 -1847.8272251308902 -1865.3298429319373
31592 -1847.5916230366493 -1865.7853403141362
31593 -1848.1989528795812 -1865.738219895288
31595 -1847.8795811518326 -1865.8534031413612
31596 -1848.4607329842931 -1865.9476439790576
31597 -1848.6230366492146 -1866.0785340314137
31598 -1848.9685863874345 -1866.0890052356021
31600 -1848.2041884816754 -1866.3664921465968
31601 -1847.916230366492 -1866.4921465968587
31602 -1847.6910994764398 -1866.9214659685863
31603 -1848.3507853403141 -1866.764397905759
31605 -1848.696335078534 -1867.0628272251308
31606 -1848.9842931937173 -1867.2303664921467
31607 -1848.34554973822 -1867.696335078534
31608 -1849.1675392670156 -1867.9685863874345
31610 -1849.3769633507854 -1868.5078534031413
31611 -1849.9371727748692 -1868.2670157068062
31612 -1849.9528795811518 -1868.1884816753927
31613 -1850.1465968586388 -1868.5130890052355
31615 -1849.7015706806283 -1868.738219895288
31616 -1849.5340314136126 -1868.8534031413612
31617 -1849.3089005235602 -1868.5497382198953
31618 -1849.7905759162304 -1868.476439790576
31620 -1849.869109947644 -1868.5811518324608
31621 -1850.2879581151833 -1868.5549738219895
31622 -1849.5549738219895 -1868.4031413612565
31623 -1850.5392670157069 -1868.0994764397906
