ns "trace A [ADC]" "trace B [ADC]"
30937 -1864.0160427807486 -1882.4491978609626
30938 -1864.4491978609626 -1882.6631016042782
30940 -1863.8770053475937 -1882.3155080213903
30941 -1864.5080213903743 -1882.2941176470588
30942 -1864.0588235294117 -1882.385026737968
30943 -1864.3368983957218 -1882.2299465240642
30945 -1864.0374331550802 -1882.2566844919786
30946 -1864.2941176470588 -1882.1122994652405
30947 -1863.7807486631016 -1881.9197860962568
30948 -1864.1176470588234 -1882.144385026738
30950 -1863.8342245989304 -1881.951871657754
30951 -1864.3422459893047 -1881.7058823529412
30952 -1863.8663101604277 -1881.4117647058824
30953 -1864.3475935828876 -1881.609625668449
30955 -1863.7433155080214 -1881.609625668449
30956 -1864.3422459893047 -1881.6470588235295
30957 -1864.0320855614973 -1881.7219251336899
30958 -1864.4438502673797 -1881.9144385026739
30960 -1864.24064171123 -1881.7486631016043
30961 -1864.6951871657755 -1881.75935828877
30962 -1864.2566844919786 -1881.855614973262
30963 -1864.6631016042782 -1881.7860962566845
30965 -1864.6310160427809 -1881.909090909091
30966 -1864.7807486631016 -1882.1871657754011
30967 -1864.1336898395723 -1882.0213903743315
30968 -1864.5561497326203 -1881.7967914438502
30970 -1864.1550802139038 -1882.1871657754011
30971 -1864.4866310160428 -1882.4064171122996
30972 -1864.0213903743315 -1882.3796791443851
30973 -1864.283422459893 -1882.390374331551
30975 -1863.8395721925133 -1881.9465240641712
30976 -1864.2299465240642 -1882.2994652406417
30977 -1863.6310160427809 -1882.5561497326203
30978 -1864.1550802139038 -1882.433155080214
30980 -1863.75935828877 -1882.2566844919786
30981 -1863.9786096256685 -1882.433155080214
30982 -1863.5294117647059 -1882.1390374331552
30983 -1863.957219251337 -1882.0374331550802
30985 -1863.4598930481284 -1881.9197860962568
30986 -1864.3689839572191 -1881.7540106951872
30987 -1863.4973262032086 -1881.6417112299466
30988 -1863.6898395721926 -1881.951871657754
30990 -1863.8983957219252 -1881.614973262032
30991 -1864.1764705882354 -1881.6631016042782
30992 -1863.609625668449 -1881.5454545454545
30993 -1864.0534759358288 -1881.6363636363637
30995 -1863.5989304812833 -1881.9304812834225
30996 -1864.1336898395723 -1881.8770053475937
30997 -1864.1176470588234 -1881.566844919786
30998 -1864.4010695187167 -1881.7700534759358
31000 -1863.75935828877 -1881.7486631016043
31001 -1864.2994652406417 -1881.7807486631016
31002 -1863.9786096256685 -1881.7540106951872
31003 -1864.2459893048128 -1882.0374331550802
31005 -1863.7219251336899 -1881.7754010695187
31006 -1864.1550802139038 -1881.8609625668448
31007 -1863.7486631016043 -1881.6951871657755
31008 -1864.2459893048128 -1882.0160427807486
31010 -1863.9304812834225 -1881.9197860962568
31011 -1864.5401069518716 -1881.75935828877
31012 -1864.1069518716577 -1881.909090909091
31013 -1864.385026737968 -1881.7754010695187
31015 -1863.951871657754 -1882.0695187165775
31016 -1864.5935828877004 -1882.096256684492
31017 -1864.090909090909 -1882.1283422459894
31018 -1864.4973262032086 -1882.0213903743315
31020 -1864.2032085561498 -1881.6470588235295
31021 -1864.6470588235295 -1881.673796791444
31022 -1864.0320855614973 -1881.9358288770054
31023 -1864.5882352941176 -1881.7967914438502
31025 -1864.1818181818182 -1881.957219251337
31026 -1864.4010695187167 -1881.9358288770054
31027 -1864.1176470588234 -1881.9358288770054
31028 -1864.283422459893 -1881.9625668449198
31030 -1863.9946524064171 -1882.0160427807486
31031 -1864.7540106951872 -1882.192513368984
31032 -1864.235294117647 -1882.042780748663
31033 -1864.5614973262032 -1882.5026737967914
31035 -1864.4117647058824 -1882.2566844919786
31036 -1864.4545454545455 -1882.2673796791444
31037 -1863.909090909091 -1882.197860962567
31038 -1864.5026737967914 -1881.951871657754
31040 -1863.9625668449198 -1881.8128342245989
31041 -1864.4598930481284 -1882.3101604278074
31042 -1863.9197860962568 -1882.0213903743315
31043 -1864.0374331550802 -1881.9251336898396
31045 -1863.625668449198 -1881.9251336898396
31046 -1863.8235294117646 -1882.1336898395723
31047 -1863.331550802139 -1882.0320855614973
31048 -1863.668449197861 -1882.0267379679144
31050 -1863.0588235294117 -1881.855614973262
31051 -1863.090909090909 -1881.6470588235295
31052 -1862.326203208556 -1881.6631016042782
31053 -1862.9465240641712 -1881.7005347593583
31055 -1862.24064171123 -1881.8716577540106
31056 -1862.4919786096257 -1881.673796791444
31057 -1862.144385026738 -1881.3796791443851
31058 -1862.4491978609626 -1881.3101604278074
31060 -1862.048128342246 -1881.3689839572191
31061 -1862.5347593582887 -1881.385026737968
31062 -1861.6470588235295 -1881.1390374331552
31063 -1862.2299465240642 -1881.3101604278074
31065 -1861.8128342245989 -1881.0
31066 -1862.2245989304813 -1880.9251336898396
31067 -1861.572192513369 -1881.0374331550802
31068 -1862.1336898395723 -1880.9893048128342
31070 -1861.909090909091 -1881.0320855614973
31071 -1862.1657754010696 -1880.903743315508
31072 -1861.850267379679 -1880.6844919786097
31073 -1862.7967914438502 -1880.4545454545455
31075 -1861.6898395721926 -1880.5133689839572
31076 -1861.6844919786097 -1880.566844919786
31077 -1860.614973262032 -1880.5401069518716
31078 -1860.7326203208556 -1880.4866310160428
31080 -1859.6951871657755 -1879.5775401069518
31081 -1858.5401069518716 -1879.0267379679144
31082 -1856.283422459893 -1878.5026737967914
31083 -1854.2994652406417 -1877.5080213903743
31085 -1849.9197860962568 -1876.2459893048128
31086 -1843.7914438502673 -1873.8395721925133
31087 -1834.1764705882354 -1869.9625668449198
31088 -1822.673796791444 -1863.957219251337
31090 -1806.1176470588234 -1855.4385026737968
31091 -1787.5294117647059 -1843.7005347593583
31092 -1766.1016042780748 -1829.433155080214
31093 -1745.1390374331552 -1812.3101604278074
31095 -1724.374331550802 -1793.0267379679144
31096 -1707.2245989304813 -1773.1604278074867
31097 -1693.288770053476 -1753.7807486631016
31098 -1683.9625668449198 -1736.2085561497327
31100 -1678.4224598930482 -1721.427807486631
31101 -1677.8395721925133 -1710.764705882353
31102 -1678.1390374331552 -1703.8716577540106
31103 -1679.1871657754011 -1699.8823529411766
31105 -1681.7807486631016 -1698.4973262032086
31106 -1684.5294117647059 -1698.6791443850268
31107 -1685.9946524064171 -1699.8288770053475
31108 -1690.2299465240642 -1701.6844919786097
31110 -1692.5080213903743 -1703.9839572192514
31111 -1693.850267379679 -1706.1818181818182
31112 -1694.6203208556149 -1707.7807486631016
31113 -1693.1818181818182 -1709.5882352941176
31115 -1687.8235294117646 -1709.5347593582887
31116 -1682.3048128342245 -1708.6310160427809
31117 -1672.7967914438502 -1706.3957219251338
31118 -1663.2513368983957 -1701.096256684492
31120 -1650.4438502673797 -1693.235294117647
31121 -1636.090909090909 -1683.4866310160428
31122 -1621.4064171122996 -1670.9679144385027
31123 -1607.2299465240642 -1657.0
31125 -1593.4064171122996 -1642.1016042780748
31126 -1581.6417112299466 -1627.3582887700534
31127 -1570.6310160427809 -1612.3155080213903
31128 -1560.6951871657755 -1598.5454545454545
31130 -1549.8288770053475 -1586.8770053475937
31131 -1541.9358288770054 -1577.5133689839572
31132 -1531.2780748663101 -1568.4973262032086
31133 -1520.0374331550802 -1559.4919786096257
31135 -1507.3422459893047 -1549.951871657754
31136 -1491.8877005347595 -1539.855614973262
31137 -1474.8609625668448 -1527.5828877005347
31138 -1458.6470588235295 -1512.9839572192514
31140 -1437.7807486631016 -1497.427807486631
31141 -1413.4064171122996 -1478.8128342245989
31142 -1388.5133689839572 -1457.1016042780748
31143 -1362.326203208556 -1435.0106951871658
31145 -1333.0160427807486 -1411.8342245989304
31146 -1306.1550802139038 -1387.572192513369
31147 -1280.0053475935829 -1361.7807486631016
31148 -1251.1122994652405 -1334.2085561497327
31150 -1218.3155080213903 -1304.8983957219252
31151 -1185.2192513368984 -1274.7272727272727
31152 -1148.2513368983957 -1242.2727272727273
31153 -1111.6951871657755 -1207.331550802139
31155 -1070.7807486631016 -1169.427807486631
31156 -1018.5187165775401 -1128.5935828877004
31157 -960.7860962566845 -1084.7326203208556
31158 -904.8288770053476 -1036.149732620321
31160 -845.3262032085562 -984.6042780748663
31161 -783.5935828877006 -929.5133689839572
31162 -720.5614973262032 -868.4331550802139
31163 -648.7326203208556 -803.2887700534759
31165 -572.192513368984 -734.5454545454545
31166 -499.2192513368984 -662.3689839572193
31167 -419.16042780748666 -586.3262032085562
31168 -328.97860962566847 -505.67914438502675
31170 -230.48128342245988 -420.6524064171123
31171 -134.11764705882354 -331.7647058823529
31172 -36.58288770053476 -238.98930481283423
31173 58.74866310160428 -142.6524064171123
31175 159.40641711229947 -44.13368983957219
31176 264.49732620320856 56.06951871657754
31177 368.475935828877 156.8181818181818
31178 468.1711229946524 255.88770053475935
31180 569.1390374331551 351.88770053475935
31181 665.5989304812834 442.75935828877004
31182 755.7540106951872 527.0909090909091
31183 832.6310160427807 605.1711229946524
31185 890.3636363636364 675.1550802139037
31186 935.1978609625669 736.4491978609626
31187 967.7326203208556 788.1764705882352
31188 986.9358288770053 829.6042780748663
31190 998.2941176470588 860.8877005347593
31191 987.1764705882352 881.1122994652407
31192 955.4224598930481 890.2941176470588
31193 921.0588235294117 889.4652406417113
31195 873.6951871657755 879.5935828877006
31196 808.4331550802139 858.5026737967914
31197 732.3636363636364 828.3155080213904
31198 641.8609625668449 788.9786096256685
31200 547.0053475935829 739.5080213903743
31201 456.39572192513367 683.2994652406417
31202 370.5347593582888 621.0534759358288
31203 287.26737967914437 552.6256684491979
31205 211.12299465240642 481.5668449197861
31206 137.7326203208556 408.41711229946526
31207 74.8663101604278 333.36898395721926
31208 23.871657754010695 262.44919786096256
31210 -18.219251336898395 198.0
31211 -48.716577540106954 142.76470588235293
31212 -63.7379679144385 96.3529411764706
31213 -67.81818181818181 59.92513368983957
31215 -62.25133689839572 34.72192513368984
31216 -50.0427807486631 20.245989304812834
31217 -28.614973262032084 17.668449197860962
31218 3.4973262032085564 27.112299465240643
31220 43.86631016042781 47.6524064171123
31221 90.64171122994652 77.81283422459893
31222 143.79144385026737 116.43315508021391
31223 194.79679144385025 160.45989304812835
31225 236.08021390374333 208.94652406417111
31226 266.6577540106952 258.06417112299465
31227 286.7486631016043 303.85026737967917
31228 277.3155080213904 341.39572192513367
31230 235.11764705882354 364.11764705882354
31231 165.4385026737968 367.19251336898395
31232 73.78609625668449 346.2994652406417
31233 -43.3903743315508 297.63101604278074
31235 -180.55080213903744 220.49197860962568
31236 -329.1550802139037 113.57754010695187
31237 -484.60427807486633 -21.02139037433155
31238 -641.3101604278074 -176.524064171123
31240 -782.903743315508 -341.37433155080214
31241 -912.4705882352941 -504.83422459893046
31242 -1025.51871657754 -659.2673796791444
31243 -1117.3048128342245 -801.24064171123
31245 -1192.149732620321 -927.2941176470588
31246 -1257.5561497326203 -1035.7860962566845
31247 -1308.8395721925133 -1128.3529411764705
31248 -1351.4598930481284 -1204.5294117647059
31250 -1388.0320855614973 -1266.427807486631
31251 -1419.475935828877 -1316.9946524064171
31252 -1444.9946524064171 -1359.4866310160428
31253 -1467.0855614973261 -1394.4545454545455
31255 -1485.197860962567 -1423.7433155080214
31256 -1502.1016042780748 -1449.144385026738
31257 -1517.8288770053475 -1470.673796791444
31258 -1534.524064171123 -1490.1016042780748
31260 -1546.331550802139 -1508.850267379679
31261 -1556.8930481283423 -1525.4705882352941
31262 -1567.2459893048128 -1540.6631016042782
31263 -1578.2085561497327 -1554.2673796791444
31265 -1587.197860962567 -1567.0374331550802
31266 -1595.7967914438502 -1578.197860962567
31267 -1603.6363636363637 -1587.8983957219252
31268 -1611.8716577540106 -1596.6042780748662
31270 -1617.957219251337 -1604.4919786096257
31271 -1624.3636363636363 -1611.8877005347595
31272 -1630.7219251336899 -1618.9144385026739
31273 -1637.374331550802 -1625.7005347593583
31275 -1643.75935828877 -1631.9946524064171
31276 -1650.7700534759358 -1637.090909090909
31277 -1656.3368983957218 -1642.2780748663101
31278 -1661.9946524064171 -1647.3101604278074
31280 -1665.096256684492 -1651.8983957219252
31281 -1669.625668449198 -1656.5454545454545
31282 -1672.1604278074867 -1660.7005347593583
31283 -1674.2085561497327 -1664.4598930481284
31285 -1675.8395721925133 -1667.673796791444
31286 -1678.2673796791444 -1670.8930481283423
31287 -1680.3048128342245 -1674.2727272727273
31288 -1683.7700534759358 -1677.8181818181818
31290 -1686.048128342246 -1680.5989304812833
31291 -1689.6042780748662 -1683.3689839572191
31292 -1692.0106951871658 -1685.8288770053475
31293 -1694.390374331551 -1688.7540106951872
31295 -1695.4117647058824 -1691.0855614973261
31296 -1699.0855614973261 -1693.7433155080214
31297 -1701.9251336898396 -1695.7272727272727
31298 -1704.2299465240642 -1697.6577540106953
31300 -1706.4438502673797 -1699.7914438502673
31301 -1709.7379679144385 -1702.0695187165775
31302 -1712.3155080213903 -1703.326203208556
31303 -1715.048128342246 -1704.4491978609626
31305 -1717.9679144385027 -1705.4652406417113
31306 -1721.1550802139038 -1706.7486631016043
31307 -1723.2245989304813 -1708.0106951871658
31308 -1727.7754010695187 -1709.0160427807486
31310 -1730.1229946524063 -1710.0748663101604
31311 -1732.385026737968 -1711.0588235294117
31312 -1735.7379679144385 -1712.5775401069518
31313 -1739.197860962567 -1714.3689839572191
31315 -1741.331550802139 -1715.7219251336899
31316 -1745.566844919786 -1717.24064171123
31317 -1748.4866310160428 -1718.8877005347595
31318 -1752.5828877005347 -1721.390374331551
31320 -1754.048128342246 -1723.3048128342245
31321 -1757.1764705882354 -1725.614973262032
31322 -1760.5347593582887 -1727.9465240641712
31323 -1764.5775401069518 -1730.75935828877
31325 -1767.0695187165775 -1733.5294117647059
31326 -1769.8395721925133 -1736.3208556149732
31327 -1773.5775401069518 -1738.903743315508
31328 -1778.903743315508 -1742.4224598930482
31330 -1780.8770053475937 -1745.903743315508
31331 -1782.4064171122996 -1749.7433155080214
31332 -1783.4652406417113 -1753.2139037433155
31333 -1784.3422459893047 -1756.192513368984
31335 -1784.0588235294117 -1758.9144385026739
31336 -1786.144385026738 -1761.8288770053475
31337 -1786.4652406417113 -1764.8342245989304
31338 -1788.3368983957218 -1766.9679144385027
31340 -1789.5026737967914 -1768.625668449198
31341 -1790.2299465240642 -1770.0267379679144
31342 -1790.5561497326203 -1771.7486631016043
31343 -1790.1657754010696 -1773.0802139037432
31345 -1789.609625668449 -1774.4224598930482
31346 -1791.2139037433155 -1775.4117647058824
31347 -1791.3422459893047 -1776.2032085561498
31348 -1791.8877005347595 -1777.3529411764705
31350 -1791.51871657754 -1777.8983957219252
31351 -1793.7379679144385 -1778.7807486631016
31352 -1794.807486631016 -1779.235294117647
31353 -1796.524064171123 -1779.4705882352941
31355 -1797.475935828877 -1779.8823529411766
31356 -1799.7433155080214 -1780.5614973262032
31357 -1801.3475935828876 -1781.0588235294117
31358 -1803.7540106951872 -1781.957219251337
31360 -1805.614973262032 -1783.144385026738
31361 -1808.8181818181818 -1784.75935828877
31362 -1810.8181818181818 -1787.0641711229946
31363 -1812.2245989304813 -1789.9411764705883
31365 -1813.144385026738 -1792.7272727272727
31366 -1815.609625668449 -1795.668449197861
31367 -1814.3208556149732 -1798.7326203208556
31368 -1813.4545454545455 -1801.7700534759358
31370 -1812.6470588235295 -1803.8983957219252
31371 -1811.0695187165775 -1805.7860962566845
31372 -1808.6524064171124 -1807.8770053475937
31373 -1807.475935828877 -1808.7860962566845
31375 -1806.3422459893047 -1809.4652406417113
31376 -1806.802139037433 -1810.3048128342245
31377 -1805.7005347593583 -1810.2245989304813
31378 -1805.3636363636363 -1810.2994652406417
31380 -1804.9197860962568 -1810.2245989304813
31381 -1804.4598930481284 -1810.6631016042782
31382 -1802.5561497326203 -1811.1229946524063
31383 -1801.8342245989304 -1811.0855614973261
31385 -1801.5347593582887 -1810.9732620320856
31386 -1802.1711229946525 -1811.2459893048128
31387 -1801.4491978609626 -1811.0106951871658
31388 -1801.4973262032086 -1811.1711229946525
31390 -1800.9358288770054 -1811.4545454545455
31391 -1800.9251336898396 -1811.192513368984
31392 -1799.7379679144385 -1811.2192513368984
31393 -1799.8823529411766 -1811.24064171123
31395 -1799.5454545454545 -1811.1176470588234
31396 -1799.609625668449 -1811.433155080214
31397 -1799.0106951871658 -1811.3582887700534
31398 -1800.0213903743315 -1811.6951871657755
31400 -1799.0160427807486 -1811.4224598930482
31401 -1800.0855614973261 -1811.5294117647059
31402 -1799.673796791444 -1811.9946524064171
31403 -1799.5294117647059 -1812.1604278074867
31405 -1798.625668449198 -1812.0213903743315
31406 -1798.427807486631 -1812.4385026737968
31407 -1798.2139037433155 -1812.8181818181818
31408 -1799.1229946524063 -1813.149732620321
31410 -1798.5026737967914 -1813.4545454545455
31411 -1798.4705882352941 -1813.6524064171124
31412 -1797.6470588235295 -1813.6042780748662
31413 -1797.9786096256685 -1813.5080213903743
31415 -1798.9732620320856 -1813.283422459893
31416 -1800.5561497326203 -1813.4866310160428
31417 -1800.0106951871658 -1813.1550802139038
31418 -1800.6203208556149 -1813.0802139037432
31420 -1801.4973262032086 -1812.7807486631016
31421 -1802.0320855614973 -1812.8823529411766
31422 -1800.9893048128342 -1813.4224598930482
31423 -1801.1550802139038 -1813.3155080213903
31425 -1800.8716577540106 -1813.4010695187167
31426 -1800.6631016042782 -1813.566844919786
31427 -1799.5294117647059 -1813.385026737968
31428 -1799.7807486631016 -1813.385026737968
31430 -1799.9893048128342 -1813.716577540107
31431 -1801.3422459893047 -1813.7219251336899
31432 -1801.4652406417113 -1813.625668449198
31433 -1801.3368983957218 -1813.4117647058824
31435 -1799.668449197861 -1813.1711229946525
31436 -1799.149732620321 -1813.0374331550802
31437 -1798.6470588235295 -1812.7058823529412
31438 -1800.0641711229946 -1812.850267379679
31440 -1799.9786096256685 -1812.572192513369
31441 -1800.5080213903743 -1812.807486631016
31442 -1799.6631016042782 -1812.7379679144385
31443 -1800.1016042780748 -1812.7807486631016
31445 -1799.7486631016043 -1812.5935828877004
31446 -1800.5614973262032 -1812.8770053475937
31447 -1800.1016042780748 -1812.9304812834225
31448 -1799.7379679144385 -1812.855614973262
31450 -1798.6844919786097 -1812.7005347593583
31451 -1798.9625668449198 -1813.283422459893
31452 -1797.668449197861 -1813.475935828877
31453 -1798.4385026737968 -1813.7540106951872
31455 -1799.48128342246 -1813.6470588235295
31456 -1800.144385026738 -1813.9197860962568
31457 -1799.6951871657755 -1813.8770053475937
31458 -1800.1711229946525 -1813.7860962566845
31460 -1799.3957219251338 -1814.475935828877
31461 -1799.1550802139038 -1814.8983957219252
31462 -1798.4705882352941 -1815.1283422459894
31463 -1799.6363636363637 -1815.096256684492
31465 -1800.3208556149732 -1815.2245989304813
31466 -1801.433155080214 -1815.7005347593583
31467 -1801.2459893048128 -1816.524064171123
31468 -1801.668449197861 -1817.1336898395723
31470 -1802.2032085561498 -1817.2032085561498
31471 -1803.326203208556 -1818.2032085561498
31472 -1803.7754010695187 -1818.8716577540106
31473 -1805.0106951871658 -1819.3529411764705
31475 -1804.4973262032086 -1820.1711229946525
31476 -1805.8288770053475 -1820.7486631016043
31477 -1806.6203208556149 -1821.5294117647059
31478 -1806.957219251337 -1822.6470588235295
31480 -1805.7326203208556 -1823.1016042780748
31481 -1807.0588235294117 -1823.6042780748662
31482 -1806.9251336898396 -1824.5882352941176
31483 -1807.716577540107 -1825.4491978609626
31485 -1808.3582887700534 -1826.197860962567
31486 -1808.6310160427809 -1827.4598930481284
31487 -1808.288770053476 -1828.3529411764705
31488 -1809.48128342246 -1829.3636363636363
31490 -1809.4705882352941 -1830.716577540107
31491 -1810.5614973262032 -1831.7219251336899
31492 -1812.1016042780748 -1832.0855614973261
31493 -1814.4598930481284 -1833.0855614973261
31495 -1814.7754010695187 -1833.6898395721926
31496 -1816.0855614973261 -1834.7486631016043
31497 -1816.524064171123 -1835.4973262032086
31498 -1817.9946524064171 -1836.2566844919786
31500 -1817.9251336898396 -1836.609625668449
31501 -1818.0802139037432 -1837.48128342246
31502 -1818.326203208556 -1838.1122994652405
31503 -1820.0374331550802 -1838.3957219251338
31505 -1820.716577540107 -1838.8342245989304
31506 -1821.7433155080214 -1839.4652406417113
31507 -1822.6310160427809 -1839.7860962566845
31508 -1823.2192513368984 -1840.4224598930482
31510 -1823.6310160427809 -1841.1711229946525
31511 -1825.7272727272727 -1841.6631016042782
31512 -1826.5026737967914 -1842.4385026737968
31513 -1827.8181818181818 -1842.903743315508
31515 -1829.0267379679144 -1843.3957219251338
31516 -1830.385026737968 -1844.197860962567
31517 -1830.1229946524063 -1844.7754010695187
31518 -1831.2941176470588 -1845.1016042780748
31520 -1831.0053475935829 -1845.7967914438502
31521 -1831.673796791444 -1846.331550802139
31522 -1832.8716577540106 -1847.1711229946525
31523 -1834.3368983957218 -1848.2780748663101
31525 -1834.668449197861 -1849.0855614973261
31526 -1835.716577540107 -1850.1229946524063
31527 -1835.855614973262 -1851.1229946524063
31528 -1837.0 -1852.2032085561498
31530 -1837.614973262032 -1853.1818181818182
31531 -1838.9251336898396 -1853.764705882353
31532 -1838.951871657754 -1854.6524064171124
31533 -1840.3529411764705 -1855.2780748663101
31535 -1840.3582887700534 -1856.0
31536 -1841.2032085561498 -1857.1657754010696
31537 -1841.1604278074867 -1857.4117647058824
31538 -1841.75935828877 -1858.0748663101604
31540 -1842.385026737968 -1858.374331550802
31541 -1843.3422459893047 -1859.0641711229946
31542 -1842.9411764705883 -1859.5454545454545
31543 -1843.9893048128342 -1860.2620320855615
31545 -1844.3689839572191 -1860.4652406417113
31546 -1845.0374331550802 -1861.0053475935829
31547 -1844.524064171123 -1861.5561497326203
31548 -1844.711229946524 -1861.5614973262032
31550 -1844.1818181818182 -1862.1550802139038
31551 -1845.2941176470588 -1862.4919786096257
31552 -1845.3422459893047 -1862.5775401069518
31553 -1845.8930481283423 -1863.0053475935829
31555 -1845.283422459893 -1863.2620320855615
31556 -1845.4919786096257 -1863.4438502673797
31557 -1845.2673796791444 -1863.1711229946525
31558 -1845.8663101604277 -1863.4010695187167
31560 -1845.288770053476 -1863.096256684492
31561 -1845.802139037433 -1863.3101604278074
31562 -1845.1069518716577 -1863.390374331551
31563 -1845.8663101604277 -1863.5614973262032
31565 -1845.5882352941176 -1863.6363636363637
31566 -1845.572192513369 -1863.951871657754
31567 -1845.1657754010696 -1864.0748663101604
31568 -1845.4919786096257 -1863.850267379679
31570 -1844.8128342245989 -1863.6577540106953
31571 -1845.5614973262032 -1863.9893048128342
31572 -1845.096256684492 -1864.2513368983957
31573 -1845.5401069518716 -1863.9625668449198
31575 -1845.331550802139 -1864.0374331550802
31576 -1846.1069518716577 -1864.5828877005347
31577 -1845.2566844919786 -1864.75935828877
31578 -1845.7540106951872 -1864.9358288770054
31580 -1845.8609625668448 -1864.711229946524
31581 -1846.331550802139 -1865.042780748663
31582 -1845.625668449198 -1865.1764705882354
31583 -1846.1016042780748 -1865.3368983957218
31585 -1845.957219251337 -1865.5347593582887
31586 -1846.8235294117646 -1865.6363636363637
31587 -1846.7700534759358 -1866.2299465240642
31588 -1847.6310160427809 -1867.1229946524063
31590 -1847.5775401069518 -1867.7540106951872
31591 -1848.3529411764705 -1868.4491978609626
31592 -1847.1657754010696 -1869.1390374331552
31593 -1847.7967914438502 -1869.8181818181818
31595 -1847.8181818181818 -1870.609625668449
31596 -1848.326203208556 -1871.390374331551
31597 -1849.2032085561498 -1871.2727272727273
31598 -1850.0588235294117 -1871.711229946524
31600 -1849.6310160427809 -1872.149732620321
31601 -1850.7433155080214 -1872.3101604278074
31602 -1850.433155080214 -1872.2780748663101
31603 -1851.0534759358288 -1872.3689839572191
31605 -1851.2245989304813 -1871.7433155080214
31606 -1851.1390374331552 -1871.2727272727273
31607 -1851.1016042780748 -1871.2566844919786
31608 -1851.7914438502673 -1870.7486631016043
31610 -1851.51871657754 -1870.625668449198
31611 -1851.427807486631 -1870.5508021390374
31612 -1850.4438502673797 -1870.192513368984
31613 -1850.2459893048128 -1869.807486631016
31615 -1849.5935828877004 -1869.4491978609626
31616 -1850.4117647058824 -1869.2566844919786
31617 -1850.283422459893 -1869.288770053476
31618 -1850.8395721925133 -1868.8930481283423
31620 -1850.0588235294117 -1868.3636363636363
31621 -1850.8395721925133 -1868.0374331550802
31622 -1849.9625668449198 -1867.7754010695187
31623 -1850.1390374331552 -1867.609625668449
