ns "trace A [ADC]" "trace B [ADC]"
31022 -1864.1658031088082 -1881.9896373056995
31023 -1864.2331606217617 -1881.7979274611398
31025 -1863.8911917098446 -1881.559585492228
31026 -1864.1450777202072 -1881.8808290155441
31027 -1863.937823834197 -1881.7927461139896
31028 -1863.9430051813472 -1882.082901554404
31030 -1863.782383419689 -1881.8911917098446
31031 -1863.8497409326426 -1881.860103626943
31032 -1863.4352331606217 -1881.6476683937824
31033 -1863.7046632124352 -1881.8860103626944
31035 -1863.7564766839378 -1881.8134715025906
31036 -1863.782383419689 -1882.0155440414508
31037 -1863.4974093264248 -1882.0466321243523
31038 -1863.7512953367875 -1881.8860103626944
31040 -1863.7098445595855 -1881.7772020725388
31041 -1863.896373056995 -1881.9481865284974
31042 -1863.6373056994819 -1882.341968911917
31043 -1863.580310880829 -1882.5077720207255
31045 -1863.3834196891191 -1882.2331606217617
31046 -1863.5284974093265 -1882.1709844559587
31047 -1863.60103626943 -1882.103626943005
31048 -1863.782383419689 -1882.1917098445597
31050 -1863.4766839378237 -1882.4663212435232
31051 -1863.7772020725388 -1882.3575129533679
31052 -1863.5077720207255 -1882.1088082901554
31053 -1863.7098445595855 -1882.1243523316061
31055 -1863.8808290155441 -1882.419689119171
31056 -1863.4041450777202 -1882.1658031088082
31057 -1863.1502590673574 -1882.160621761658
31058 -1863.2124352331607 -1882.5025906735752
31060 -1862.9896373056995 -1882.0569948186528
31061 -1862.9067357512954 -1882.103626943005
31062 -1862.6165803108809 -1881.7772020725388
31063 -1862.5751295336788 -1882.0
31065 -1862.39896373057 -1881.80310880829
31066 -1862.4300518134714 -1881.823834196891
31067 -1862.1243523316061 -1881.559585492228
31068 -1861.4663212435232 -1881.300518134715
31070 -1860.6943005181347 -1880.6165803108809
31071 -1860.0103626943005 -1880.4507772020725
31072 -1858.917098445596 -1880.4507772020725
31073 -1857.9430051813472 -1879.699481865285
31075 -1856.5025906735752 -1879.1658031088082
31076 -1855.4974093264248 -1878.0725388601036
31077 -1853.8652849740934 -1876.7512953367875
31078 -1851.9689119170985 -1875.7253886010362
31080 -1849.419689119171 -1874.60103626943
31081 -1845.2538860103627 -1873.3264248704663
31082 -1838.4507772020725 -1871.0932642487046
31083 -1828.7098445595855 -1868.2694300518135
31085 -1815.0984455958549 -1863.3575129533679
31086 -1798.062176165803 -1855.8911917098446
31087 -1778.4870466321242 -1845.160621761658
31088 -1759.2694300518135 -1831.0880829015543
31090 -1740.19689119171 -1815.1139896373056
31091 -1721.139896373057 -1797.3937823834196
31092 -1706.896373056995 -1778.2953367875648
31093 -1699.4715025906735 -1760.0362694300518
31095 -1694.0310880829015 -1743.6269430051814
31096 -1690.4922279792745 -1730.823834196891
31097 -1687.3575129533679 -1722.5077720207255
31098 -1680.39896373057 -1717.1088082901554
31100 -1671.0259067357513 -1712.9326424870467
31101 -1657.1554404145077 -1708.9067357512954
31102 -1633.4922279792745 -1702.9740932642487
31103 -1601.2849740932643 -1692.2227979274612
31105 -1558.937823834197 -1675.6062176165804
31106 -1505.1295336787564 -1652.3160621761658
31107 -1437.9948186528497 -1620.0880829015543
31108 -1356.782383419689 -1577.979274611399
31110 -1261.3523316062176 -1524.6735751295337
31111 -1156.6839378238342 -1458.580310880829
31112 -1049.9689119170985 -1380.0362694300518
31113 -940.7616580310881 -1289.279792746114
31115 -830.2694300518135 -1187.7150259067357
31116 -727.8341968911917 -1078.19689119171
31117 -639.4404145077721 -965.0
31118 -566.5492227979274 -851.3886010362694
31120 -510.36787564766837 -745.0362694300518
31121 -476.03108808290153 -651.958549222798
31122 -467.04663212435236 -573.5077720207254
31123 -475.6683937823834 -513.5647668393782
31125 -486.4507772020725 -475.30051813471505
31126 -507.2383419689119 -455.75129533678756
31127 -535.7564766839379 -451.5388601036269
31128 -567.0103626943005 -461.04145077720204
31130 -597.4611398963731 -478.9119170984456
31131 -618.7875647668394 -503.2383419689119
31132 -633.020725388601 -530.1502590673575
31133 -647.5699481865284 -555.4715025906736
31135 -657.0103626943005 -579.119170984456
31136 -659.2487046632124 -599.9430051813472
31137 -656.958549222798 -615.8290155440415
31138 -648.4559585492228 -625.8652849740932
31140 -633.8497409326425 -631.6683937823834
31141 -610.1709844559585 -632.2020725388601
31142 -572.0362694300518 -624.9481865284974
31143 -522.1968911917098 -610.4248704663213
31145 -456.59067357512953 -584.6891191709844
31146 -371.1554404145078 -546.3678756476684
31147 -272.4611398963731 -495.3316062176166
31148 -168.57512953367876 -429.6476683937824
31150 -51.02590673575129 -350.0621761658031
31151 73.98963730569949 -258.3523316062176
31152 197.06735751295338 -154.24870466321244
31153 315.04145077720204 -40.36787564766839
31155 433.3419689119171 78.43523316062176
31156 547.2642487046633 199.05181347150258
31157 648.9170984455959 314.38860103626945
31158 741.3316062176166 420.2642487046632
31160 824.0103626943005 516.2642487046633
31161 901.9481865284974 603.0259067357513
31162 965.8238341968912 680.0673575129533
31163 1010.8704663212435 747.901554404145
31165 1051.3834196891191 806.1917098445596
31166 1082.103626943005 855.7461139896373
31167 1096.5492227979275 896.3523316062176
31168 1098.9222797927462 927.098445595855
31170 1087.8756476683939 947.979274611399
31171 1067.1709844559587 960.5492227979274
31172 1032.3108808290156 966.3730569948186
31173 987.1761658031088 964.2124352331606
31175 943.2435233160621 953.6580310880829
31176 890.6269430051814 936.8497409326425
31177 832.9378238341969 914.9430051813472
31178 766.0569948186528 887.0051813471503
31180 689.720207253886 853.6943005181347
31181 613.901554404145 815.3937823834196
31182 542.6787564766839 771.300518134715
31183 468.07253886010363 721.3316062176166
31185 393.46632124352334 667.3575129533679
31186 316.9637305699482 609.5699481865284
31187 233.81865284974094 548.2901554404145
31188 154.67875647668393 484.2279792746114
31190 77.29015544041451 417.00518134715026
31191 3.1191709844559585 346.860103626943
31192 -61.79274611398964 274.62176165803106
31193 -120.78238341968913 200.95854922279793
31195 -168.47150259067357 127.89637305699482
31196 -210.56476683937825 58.30051813471503
31197 -248.87564766839378 -5.766839378238342
31198 -277.33678756476684 -63.2020725388601
31200 -296.13471502590676 -112.58549222797927
31201 -307.24870466321244 -153.66839378238342
31202 -309.65284974093265 -185.81865284974094
31203 -308.09326424870466 -209.73056994818654
31205 -299.56476683937825 -225.03108808290156
31206 -287.2953367875648 -232.30569948186528
31207 -265.94300518134713 -233.59585492227978
31208 -239.3575129533679 -228.84455958549222
31210 -208.20725388601036 -216.9015544041451
31211 -167.44041450777203 -199.33678756476684
31212 -125.30051813471502 -175.61139896373058
31213 -73.73056994818653 -143.1917098445596
31215 -11.284974093264248 -103.37823834196891
31216 44.310880829015545 -55.16062176165803
31217 100.21761658031087 0.29533678756476683
31218 154.720207253886 58.689119170984455
31220 186.0259067357513 119.93264248704664
31221 203.2901554404145 178.9119170984456
31222 201.4559585492228 229.8341968911917
31223 162.6476683937824 269.36787564766837
31225 95.40932642487047 292.3160621761658
31226 3.1139896373056994 291.76683937823833
31227 -113.75129533678756 264.30051813471505
31228 -247.90673575129534 208.70466321243524
31230 -384.53367875647666 123.46632124352331
31231 -518.9326424870467 9.927461139896373
31232 -647.7512953367876 -125.07772020725389
31233 -764.7668393782384 -270.8756476683938
31235 -866.1554404145078 -416.6735751295337
31236 -953.419689119171 -555.9378238341969
31237 -1023.5336787564767 -682.2694300518135
31238 -1082.559585492228 -792.8497409326425
31240 -1133.7150259067357 -887.1554404145078
31241 -1172.4974093264248 -966.3212435233161
31242 -1202.8808290155441 -1031.8704663212436
31243 -1230.9015544041451 -1086.0777202072538
31245 -1252.9896373056995 -1130.6424870466321
31246 -1273.4145077720207 -1166.782383419689
31247 -1293.3678756476684 -1195.9430051813472
31248 -1310.60103626943 -1220.580310880829
31250 -1327.1243523316061 -1241.761658031088
31251 -1347.9119170984457 -1261.4715025906735
31252 -1370.5854922279793 -1280.0932642487046
31253 -1396.979274611399 -1299.699481865285
31255 -1424.8134715025906 -1321.9015544041451
31256 -1452.4041450777202 -1346.300518134715
31257 -1478.8549222797928 -1372.8186528497408
31258 -1505.176165803109 -1400.7305699481865
31260 -1528.0 -1428.4922279792745
31261 -1547.3886010362694 -1455.9689119170985
31262 -1563.5336787564768 -1480.7875647668393
31263 -1577.761658031088 -1503.3471502590673
31265 -1589.580310880829 -1523.5077720207255
31266 -1601.160621761658 -1541.2642487046633
31267 -1611.6528497409327 -1556.5958549222798
31268 -1621.559585492228 -1570.7927461139896
31270 -1630.9015544041451 -1582.7046632124352
31271 -1639.259067357513 -1593.5958549222798
31272 -1644.8134715025906 -1603.7253886010362
31273 -1648.5492227979275 -1613.1658031088082
31275 -1650.9067357512954 -1621.259067357513
31276 -1654.2124352331607 -1628.0155440414508
31277 -1658.5699481865286 -1633.1347150259066
31278 -1663.4766839378237 -1638.580310880829
31280 -1667.4041450777202 -1642.8445595854923
31281 -1672.1191709844559 -1647.2072538860104
31282 -1675.440414507772 -1651.2072538860104
31283 -1678.238341968912 -1654.5906735751296
31285 -1681.0673575129533 -1657.8134715025906
31286 -1686.1502590673574 -1661.740932642487
31287 -1689.2642487046633 -1664.4870466321242
31288 -1692.7150259067357 -1667.518134715026
31290 -1696.0155440414508 -1670.8445595854923
31291 -1699.518134715026 -1673.7305699481865
31292 -1701.658031088083 -1676.5284974093265
31293 -1704.896373056995 -1678.823834196891
31295 -1708.5129533678758 -1680.518134715026
31296 -1712.5077720207255 -1682.2901554404145
31297 -1716.5958549222798 -1684.5492227979275
31298 -1719.7098445595855 -1686.979274611399
31300 -1722.9067357512954 -1688.6165803108809
31301 -1726.0725388601036 -1690.5751295336788
31302 -1729.041450777202 -1692.3886010362694
31303 -1733.2901554404145 -1695.0932642487046
31305 -1736.979274611399 -1698.580310880829
31306 -1740.6165803108809 -1701.9896373056995
31307 -1744.279792746114 -1704.5544041450778
31308 -1748.4715025906735 -1708.4870466321242
31310 -1751.3886010362694 -1712.3678756476684
31311 -1754.1813471502592 -1716.0155440414508
31312 -1756.6735751295337 -1719.2487046632125
31313 -1757.6528497409327 -1722.5751295336788
31315 -1759.3886010362694 -1726.0310880829015
31316 -1761.720207253886 -1729.4507772020725
31317 -1763.4507772020725 -1732.4145077720207
31318 -1765.896373056995 -1735.2279792746115
31320 -1767.217616580311 -1738.1813471502592
31321 -1768.8497409326426 -1741.082901554404
31322 -1770.062176165803 -1743.8082901554403
31323 -1770.6373056994819 -1746.2435233160622
31325 -1771.1450777202072 -1748.3160621761658
31326 -1772.5336787564768 -1750.6683937823834
31327 -1774.341968911917 -1753.3160621761658
31328 -1774.699481865285 -1755.4559585492227
31330 -1773.279792746114 -1757.0725388601036
31331 -1775.1658031088082 -1758.860103626943
31332 -1775.6735751295337 -1759.4248704663212
31333 -1776.3160621761658 -1760.8341968911918
31335 -1777.4922279792745 -1761.8341968911918
31336 -1777.3367875647668 -1762.2642487046633
31337 -1777.0259067357513 -1762.3575129533679
31338 -1777.2487046632125 -1762.823834196891
31340 -1777.4041450777202 -1763.4041450777202
31341 -1777.9948186528497 -1764.0569948186528
31342 -1778.8497409326426 -1765.0880829015543
31343 -1779.1554404145077 -1765.1088082901554
31345 -1779.9067357512954 -1765.3834196891191
31346 -1782.5751295336788 -1766.4248704663212
31347 -1784.678756476684 -1766.9689119170985
31348 -1787.2279792746115 -1767.7461139896373
31350 -1789.3367875647668 -1768.19689119171
31351 -1791.176165803109 -1768.8549222797928
31352 -1793.020725388601 -1769.9274611398964
31353 -1795.321243523316 -1771.2849740932643
31355 -1796.8808290155441 -1772.7979274611398
31356 -1800.1243523316061 -1774.761658031088
31357 -1802.3886010362694 -1777.0310880829015
31358 -1803.5854922279793 -1780.2279792746115
31360 -1803.6632124352332 -1783.2849740932643
31361 -1802.8808290155441 -1786.1658031088082
31362 -1801.041450777202 -1788.9326424870467
31363 -1799.937823834197 -1791.6943005181347
31365 -1799.4507772020725 -1794.2694300518135
31366 -1799.6683937823834 -1796.4352331606217
31367 -1799.3471502590673 -1797.4715025906735
31368 -1798.4922279792745 -1799.041450777202
31370 -1797.4507772020725 -1799.8445595854923
31371 -1797.4041450777202 -1800.39896373057
31372 -1796.2227979274612 -1800.6424870466321
31373 -1794.8497409326426 -1800.5077720207255
31375 -1794.5336787564768 -1800.8497409326426
31376 -1795.823834196891 -1801.341968911917
31377 -1795.19689119171 -1801.4715025906735
31378 -1793.9948186528497 -1801.0932642487046
31380 -1793.160621761658 -1801.2124352331607
31381 -1793.5751295336788 -1801.0155440414508
31382 -1793.0103626943005 -1801.3782383419689
31383 -1793.0259067357513 -1802.4870466321242
31385 -1793.3575129533679 -1802.5751295336788
31386 -1794.2435233160622 -1802.7461139896373
31387 -1793.5906735751296 -1803.2435233160622
31388 -1794.658031088083 -1803.6943005181347
31390 -1794.4766839378237 -1803.9481865284974
31391 -1793.1813471502592 -1804.1088082901554
31392 -1792.7927461139896 -1804.60103626943
31393 -1794.1865284974094 -1804.8911917098446
31395 -1794.3160621761658 -1805.1191709844559
31396 -1794.1191709844559 -1804.7668393782383
31397 -1794.4145077720207 -1804.6683937823834
31398 -1794.1813471502592 -1804.937823834197
31400 -1793.3575129533679 -1804.8290155440413
31401 -1794.19689119171 -1804.979274611399
31402 -1793.4559585492227 -1805.0880829015543
31403 -1793.3056994818653 -1804.9119170984457
31405 -1793.041450777202 -1804.740932642487
31406 -1792.699481865285 -1804.6321243523316
31407 -1792.7098445595855 -1804.3834196891191
31408 -1792.4145077720207 -1804.4766839378237
31410 -1791.4248704663212 -1804.7668393782383
31411 -1791.6165803108809 -1804.4559585492227
31412 -1790.9533678756477 -1804.2072538860104
31413 -1791.0155440414508 -1804.6165803108809
31415 -1791.823834196891 -1804.5751295336788
31416 -1793.440414507772 -1804.3834196891191
31417 -1792.8186528497408 -1804.6424870466321
31418 -1792.2642487046633 -1804.7668393782383
31420 -1792.8652849740934 -1804.7875647668393
31421 -1793.3056994818653 -1804.860103626943
31422 -1792.3886010362694 -1804.7720207253885
31423 -1792.0569948186528 -1804.3886010362694
31425 -1791.1450777202072 -1804.8186528497408
31426 -1791.3056994818653 -1804.5854922279793
31427 -1792.2072538860104 -1804.279792746114
31428 -1792.2072538860104 -1804.518134715026
31430 -1791.3056994818653 -1804.5492227979275
31431 -1792.0310880829015 -1804.518134715026
31432 -1792.0362694300518 -1804.7668393782383
31433 -1792.5233160621763 -1805.020725388601
31435 -1793.4248704663212 -1804.7720207253885
31436 -1794.0259067357513 -1804.8497409326426
31437 -1793.6891191709844 -1805.0932642487046
31438 -1793.2746113989638 -1805.580310880829
31440 -1792.5233160621763 -1805.7875647668393
31441 -1791.3471502590673 -1805.8756476683939
31442 -1791.103626943005 -1806.2020725388602
31443 -1791.80310880829 -1806.9689119170985
31445 -1792.1554404145077 -1807.39896373057
31446 -1792.4248704663212 -1807.6321243523316
31447 -1792.103626943005 -1807.6683937823834
31448 -1792.1139896373056 -1808.3056994818653
31450 -1791.8341968911918 -1808.9689119170985
31451 -1792.8134715025906 -1809.082901554404
31452 -1794.103626943005 -1809.1243523316061
31453 -1794.020725388601 -1809.1658031088082
31455 -1794.5077720207255 -1809.5751295336788
31456 -1796.3937823834196 -1809.4559585492227
31457 -1796.60103626943 -1809.7927461139896
31458 -1796.2072538860104 -1810.1191709844559
31460 -1795.740932642487 -1810.3523316062176
31461 -1796.440414507772 -1810.7668393782383
31462 -1796.2020725388602 -1811.4093264248704
31463 -1796.518134715026 -1812.440414507772
31465 -1796.761658031088 -1813.1917098445597
31466 -1797.103626943005 -1813.7668393782383
31467 -1797.2746113989638 -1814.160621761658
31468 -1798.80310880829 -1814.839378238342
31470 -1799.559585492228 -1815.4352331606217
31471 -1800.3108808290156 -1816.19689119171
31472 -1800.7564766839378 -1816.518134715026
31473 -1801.9948186528497 -1817.2642487046633
31475 -1802.1813471502592 -1817.6632124352332
31476 -1802.0155440414508 -1818.3782383419689
31477 -1802.461139896373 -1818.7979274611398
31478 -1802.9326424870467 -1819.5854922279793
31480 -1802.4559585492227 -1820.062176165803
31481 -1803.062176165803 -1821.160621761658
31482 -1802.740932642487 -1821.4300518134714
31483 -1802.937823834197 -1821.658031088083
31485 -1803.9948186528497 -1822.1502590673574
31486 -1804.9326424870467 -1823.041450777202
31487 -1805.2953367875648 -1823.4145077720207
31488 -1805.9222797927462 -1823.9637305699482
31490 -1806.782383419689 -1824.2953367875648
31491 -1807.6839378238342 -1824.9015544041451
31492 -1808.3937823834196 -1825.9222797927462
31493 -1809.3471502590673 -1826.7098445595855
31495 -1810.1813471502592 -1826.9637305699482
31496 -1811.4559585492227 -1827.300518134715
31497 -1812.60103626943 -1828.1813471502592
31498 -1813.4663212435232 -1828.761658031088
31500 -1814.6113989637306 -1829.0103626943005
31501 -1816.1917098445597 -1829.6632124352332
31502 -1816.8756476683939 -1829.7720207253885
31503 -1818.5647668393783 -1830.8290155440413
31505 -1819.8549222797928 -1832.0310880829015
31506 -1820.3108808290156 -1833.5025906735752
31507 -1820.5854922279793 -1834.720207253886
31508 -1821.6373056994819 -1835.6632124352332
31510 -1823.1088082901554 -1836.6424870466321
31511 -1824.6269430051814 -1837.9689119170985
31512 -1825.6839378238342 -1839.041450777202
31513 -1826.481865284974 -1839.9844559585492
31515 -1826.6528497409327 -1841.1450777202072
31516 -1828.5544041450778 -1842.2331606217617
31517 -1829.217616580311 -1843.39896373057
31518 -1830.3730569948186 -1844.3575129533679
31520 -1830.9689119170985 -1845.1347150259066
31521 -1831.9430051813472 -1846.0932642487046
31522 -1832.3782383419689 -1847.3471502590673
31523 -1833.103626943005 -1848.0051813471503
31525 -1833.8341968911918 -1848.6373056994819
31526 -1835.0155440414508 -1849.7461139896373
31527 -1835.6424870466321 -1850.3264248704663
31528 -1836.3730569948186 -1851.4766839378237
31530 -1836.6373056994819 -1852.440414507772
31531 -1837.1139896373056 -1852.7046632124352
31532 -1836.6528497409327 -1853.0259067357513
31533 -1837.4559585492227 -1853.9896373056995
31535 -1837.5284974093265 -1854.7668393782383
31536 -1837.9430051813472 -1855.4455958549222
31537 -1838.4766839378237 -1856.0362694300518
31538 -1838.6062176165804 -1856.103626943005
31540 -1839.238341968912 -1856.1139896373056
31541 -1840.2435233160622 -1856.4922279792745
31542 -1840.0725388601036 -1856.6269430051814
31543 -1840.7461139896373 -1856.9015544041451
31545 -1840.9740932642487 -1857.3678756476684
31546 -1840.7461139896373 -1857.7979274611398
31547 -1840.139896373057 -1857.9274611398964
31548 -1840.259067357513 -1858.39896373057
31550 -1840.3626943005181 -1858.39896373057
31551 -1840.8186528497408 -1858.6943005181347
31552 -1840.5699481865286 -1858.979274611399
31553 -1839.9637305699482 -1859.5492227979275
31555 -1840.761658031088 -1859.3056994818653
31556 -1841.4352331606217 -1859.3056994818653
31557 -1841.5284974093265 -1859.4922279792745
31558 -1842.3367875647668 -1859.9274611398964
31560 -1842.0103626943005 -1860.60103626943
31561 -1841.3160621761658 -1860.6632124352332
31562 -1841.2227979274612 -1860.6476683937824
31563 -1841.3937823834196 -1861.2020725388602
31565 -1841.279792746114 -1861.0362694300518
31566 -1842.1243523316061 -1861.5233160621763
31567 -1842.5336787564768 -1861.9533678756477
31568 -1843.2538860103627 -1862.0362694300518
31570 -1843.6528497409327 -1862.6321243523316
31571 -1843.6424870466321 -1863.7720207253885
31572 -1843.518134715026 -1864.2538860103627
31573 -1844.1813471502592 -1865.0725388601036
31575 -1844.5025906735752 -1865.8756476683939
31576 -1844.5025906735752 -1866.1502590673574
31577 -1844.2901554404145 -1866.5751295336788
31578 -1844.658031088083 -1867.1347150259066
31580 -1844.7979274611398 -1867.2487046632125
31581 -1845.6321243523316 -1867.259067357513
31582 -1846.2124352331607 -1867.6839378238342
31583 -1847.0310880829015 -1867.7046632124352
31585 -1847.6062176165804 -1867.5699481865286
31586 -1847.39896373057 -1867.5751295336788
31587 -1847.0725388601036 -1867.279792746114
31588 -1847.937823834197 -1867.2227979274612
31590 -1847.461139896373 -1866.9844559585492
31591 -1847.5077720207255 -1866.5647668393783
31592 -1847.3937823834196 -1865.8911917098446
31593 -1847.7720207253885 -1865.5906735751296
31595 -1847.4507772020725 -1865.2435233160622
31596 -1847.5647668393783 -1864.958549222798
31597 -1847.3316062176166 -1865.3782383419689
31598 -1847.518134715026 -1865.1502590673574
31600 -1847.6683937823834 -1864.103626943005
31601 -1847.0466321243523 -1864.1295336787564
31602 -1846.5699481865286 -1863.80310880829
31603 -1846.860103626943 -1863.5129533678758
31605 -1846.3834196891191 -1863.4093264248704
31606 -1845.740932642487 -1863.1347150259066
31607 -1845.761658031088 -1862.823834196891
31608 -1845.8756476683939 -1863.300518134715
31610 -1845.60103626943 -1863.2331606217617
31611 -1846.3160621761658 -1863.3730569948186
31612 -1846.321243523316 -1863.7357512953367
31613 -1846.9948186528497 -1863.8497409326426
31615 -1847.5906735751296 -1863.958549222798
31616 -1847.5958549222798 -1864.5492227979275
31617 -1847.2694300518135 -1864.7979274611398
31618 -1847.3730569948186 -1864.8911917098446
31620 -1847.2901554404145 -1865.0880829015543
31621 -1847.5025906735752 -1865.2538860103627
31622 -1847.8652849740934 -1865.678756476684
31623 -1848.4766839378237 -1865.8445595854923
