ns "trace A [ADC]" "trace B [ADC]"
31001 -1864.2780748663101 -1882.1871657754011
31002 -1864.3048128342245 -1881.8983957219252
31003 -1864.144385026738 -1882.3368983957218
31005 -1864.1176470588234 -1882.3529411764705
31006 -1864.235294117647 -1882.2085561497327
31007 -1864.2513368983957 -1882.3208556149732
31008 -1864.0641711229946 -1882.0802139037432
31010 -1864.0213903743315 -1882.1550802139038
31011 -1864.1550802139038 -1882.566844919786
31012 -1863.8770053475937 -1882.374331550802
31013 -1863.8288770053475 -1882.1871657754011
31015 -1864.1764705882354 -1882.288770053476
31016 -1863.9197860962568 -1882.385026737968
31017 -1863.8930481283423 -1882.2941176470588
31018 -1863.5080213903743 -1882.2192513368984
31020 -1863.4064171122996 -1882.1016042780748
31021 -1863.4919786096257 -1881.9358288770054
31022 -1863.6631016042782 -1882.0534759358288
31023 -1863.6577540106953 -1882.2245989304813
31025 -1863.5454545454545 -1881.9893048128342
31026 -1863.3796791443851 -1882.096256684492
31027 -1863.4117647058824 -1882.042780748663
31028 -1863.673796791444 -1881.9358288770054
31030 -1863.5454545454545 -1882.2139037433155
31031 -1863.51871657754 -1882.3422459893047
31032 -1863.8342245989304 -1881.9304812834225
31033 -1863.9946524064171 -1882.090909090909
31035 -1863.6310160427809 -1882.0855614973261
31036 -1863.5080213903743 -1882.2673796791444
31037 -1863.7540106951872 -1882.4171122994653
31038 -1863.475935828877 -1882.4491978609626
31040 -1864.192513368984 -1882.3636363636363
31041 -1863.909090909091 -1882.4385026737968
31042 -1863.6203208556149 -1882.5508021390374
31043 -1863.8983957219252 -1882.6417112299466
31045 -1863.673796791444 -1882.8181818181818
31046 -1863.7326203208556 -1882.8449197860962
31047 -1863.6577540106953 -1882.957219251337
31048 -1863.2459893048128 -1882.6631016042782
31050 -1862.957219251337 -1882.6363636363637
31051 -1863.1818181818182 -1882.711229946524
31052 -1862.2566844919786 -1883.0748663101604
31053 -1861.374331550802 -1882.716577540107
31055 -1861.2513368983957 -1882.385026737968
31056 -1860.2941176470588 -1882.5614973262032
31057 -1859.2032085561498 -1882.2459893048128
31058 -1857.5347593582887 -1882.3048128342245
31060 -1855.9625668449198 -1881.951871657754
31061 -1855.2085561497327 -1881.390374331551
31062 -1854.2139037433155 -1880.8716577540106
31063 -1852.8877005347595 -1880.3422459893047
31065 -1851.6577540106953 -1879.0053475935829
31066 -1850.2192513368984 -1878.042780748663
31067 -1848.2139037433155 -1877.1711229946525
31068 -1844.7219251336899 -1875.7433155080214
31070 -1840.9679144385027 -1874.9358288770054
31071 -1835.9893048128342 -1873.5614973262032
31072 -1830.2192513368984 -1872.1016042780748
31073 -1824.4171122994653 -1870.8609625668448
31075 -1817.9893048128342 -1869.3796791443851
31076 -1810.855614973262 -1866.9411764705883
31077 -1804.6524064171124 -1863.4973262032086
31078 -1798.8663101604277 -1858.9679144385027
31080 -1792.090909090909 -1854.192513368984
31081 -1783.51871657754 -1849.4171122994653
31082 -1771.4491978609626 -1844.1176470588234
31083 -1755.7219251336899 -1837.8983957219252
31085 -1734.9251336898396 -1832.1336898395723
31086 -1708.5882352941176 -1826.5026737967914
31087 -1677.1818181818182 -1820.3636363636363
31088 -1643.4064171122996 -1812.668449197861
31090 -1611.5508021390374 -1803.1283422459894
31091 -1580.1711229946525 -1788.9893048128342
31092 -1550.807486631016 -1771.0
31093 -1526.7807486631016 -1748.625668449198
31095 -1509.0320855614973 -1721.5828877005347
31096 -1496.3582887700534 -1691.2994652406417
31097 -1484.042780748663 -1659.048128342246
31098 -1466.6470588235295 -1627.5561497326203
31100 -1447.1711229946525 -1598.5561497326203
31101 -1426.0 -1573.0213903743315
31102 -1395.807486631016 -1552.374331550802
31103 -1356.385026737968 -1536.7219251336899
31105 -1306.9251336898396 -1522.3422459893047
31106 -1242.5882352941176 -1507.668449197861
31107 -1167.951871657754 -1491.8930481283423
31108 -1085.8395721925133 -1472.2139037433155
31110 -992.1016042780749 -1446.524064171123
31111 -898.427807486631 -1413.1229946524063
31112 -809.2139037433155 -1370.7540106951872
31113 -720.3689839572193 -1317.5080213903743
31115 -644.0855614973262 -1253.8288770053475
31116 -585.8716577540107 -1181.2299465240642
31117 -537.7379679144385 -1099.6898395721926
31118 -506.5187165775401 -1010.9786096256685
31120 -487.6844919786096 -918.7914438502673
31121 -477.50267379679144 -825.6470588235294
31122 -473.16042780748666 -734.7967914438502
31123 -472.3529411764706 -652.5454545454545
31125 -476.9572192513369 -582.4064171122994
31126 -480.3101604278075 -529.2139037433155
31127 -480.5935828877005 -491.4064171122995
31128 -477.0802139037433 -466.0267379679144
31130 -475.01069518716577 -451.620320855615
31131 -470.4385026737968 -443.62566844919786
31132 -462.01069518716577 -440.9197860962567
31133 -452.0427807486631 -442.05882352941177
31135 -442.09090909090907 -444.6631016042781
31136 -426.7647058823529 -445.0802139037433
31137 -403.2139037433155 -443.89304812834223
31138 -372.80748663101605 -440.83422459893046
31140 -340.24598930481284 -434.96791443850265
31141 -295.05882352941177 -427.14973262032083
31142 -229.42780748663102 -415.9946524064171
31143 -154.75401069518716 -400.427807486631
31145 -67.32620320855615 -381.4064171122995
31146 36.529411764705884 -357.67379679144386
31147 143.22459893048128 -328.18716577540107
31148 257.096256684492 -291.3903743315508
31150 371.3529411764706 -244.47058823529412
31151 474.9732620320856 -186.6898395721925
31152 574.9786096256685 -117.18181818181819
31153 661.336898395722 -34.35294117647059
31155 733.1818181818181 59.24064171122995
31156 787.5828877005348 159.50267379679144
31157 820.3636363636364 263.4598930481283
31158 830.8877005347593 364.88235294117646
31160 828.75935828877 458.29411764705884
31161 812.9090909090909 542.5454545454545
31162 781.4598930481284 616.3101604278074
31163 742.1390374331551 676.1711229946524
31165 690.3475935828877 720.9572192513369
31166 632.0427807486631 751.2887700534759
31167 572.663101604278 768.1336898395722
31168 513.8983957219251 773.4973262032086
31170 449.4652406417112 768.1016042780749
31171 384.03743315508024 753.3101604278074
31172 323.3422459893048 729.2673796791444
31173 266.2245989304813 697.7700534759358
31175 214.10695187165774 659.9090909090909
31176 172.05882352941177 616.0695187165776
31177 140.19786096256684 568.9304812834224
31178 118.81283422459893 518.2673796791444
31180 102.42245989304813 465.331550802139
31181 97.35828877005348 414.14973262032083
31182 100.75935828877006 366.24064171122996
31183 104.03208556149733 321.88770053475935
31185 109.89839572192513 282.903743315508
31186 114.88770053475936 248.32620320855614
31187 115.62032085561498 220.66310160427807
31188 115.05347593582887 202.49197860962568
31190 111.72192513368984 192.0909090909091
31191 101.1711229946524 187.2192513368984
31192 81.98395721925134 186.00534759358288
31193 58.58288770053476 188.6042780748663
31195 35.62032085561497 194.27272727272728
31196 4.641711229946524 198.37967914438502
31197 -30.593582887700535 198.8181818181818
31198 -62.213903743315505 195.0427807486631
31200 -96.21390374331551 186.48128342245988
31201 -130.31550802139037 172.19251336898395
31202 -155.02139037433156 152.0427807486631
31203 -171.6577540106952 127.51336898395722
31205 -178.6577540106952 98.77540106951872
31206 -182.86631016042782 66.91978609625669
31207 -185.93582887700535 33.56149732620321
31208 -180.18716577540107 -0.34759358288770054
31210 -165.40106951871658 -31.850267379679146
31211 -144.94117647058823 -56.855614973262036
31212 -125.53475935828877 -76.6096256684492
31213 -101.05882352941177 -91.66310160427807
31215 -77.68449197860963 -100.28877005347593
31216 -60.13903743315508 -102.18181818181819
31217 -42.42245989304813 -97.91978609625669
31218 -26.18716577540107 -86.85561497326204
31220 -18.433155080213904 -69.66310160427807
31221 -30.529411764705884 -47.93048128342246
31222 -60.79144385026738 -23.074866310160427
31223 -102.84491978609626 2.946524064171123
31225 -153.53475935828877 26.77540106951872
31226 -211.7860962566845 46.786096256684495
31227 -281.3850267379679 60.41711229946524
31228 -357.70588235294116 64.45454545454545
31230 -429.10695187165777 56.81283422459893
31231 -497.1283422459893 35.54545454545455
31232 -564.5133689839572 -0.13903743315508021
31233 -624.2727272727273 -50.155080213903744
31235 -679.2941176470588 -111.5187165775401
31236 -731.7272727272727 -182.20855614973263
31237 -776.3262032085562 -257.7700534759358
31238 -814.663101604278 -334.8181818181818
31240 -851.9465240641712 -412.1711229946524
31241 -888.2139037433155 -486.4117647058824
31242 -920.75935828877 -552.5989304812834
31243 -954.7005347593583 -611.4652406417113
31245 -991.1657754010695 -663.2620320855615
31246 -1026.1657754010696 -708.1978609625669
31247 -1058.6577540106953 -748.7700534759358
31248 -1090.0748663101604 -786.9144385026738
31250 -1116.3208556149732 -824.3101604278074
31251 -1136.2994652406417 -860.1818181818181
31252 -1150.4438502673797 -895.3208556149733
31253 -1157.8930481283423 -932.855614973262
31255 -1164.6631016042782 -971.4438502673797
31256 -1174.855614973262 -1007.4866310160428
31257 -1186.2780748663101 -1040.668449197861
31258 -1197.5080213903743 -1069.1122994652405
31260 -1215.0374331550802 -1091.4973262032086
31261 -1237.0 -1108.8716577540106
31262 -1262.6310160427809 -1122.566844919786
31263 -1295.3155080213903 -1132.1176470588234
31265 -1331.7700534759358 -1140.283422459893
31266 -1368.5508021390374 -1150.6363636363637
31267 -1405.9625668449198 -1164.4973262032086
31268 -1440.149732620321 -1182.24064171123
31270 -1472.0160427807486 -1205.6631016042782
31271 -1502.4545454545455 -1234.326203208556
31272 -1530.0213903743315 -1267.855614973262
31273 -1551.0213903743315 -1304.5026737967914
31275 -1569.8449197860962 -1341.7219251336899
31276 -1586.4385026737968 -1379.2673796791444
31277 -1599.7540106951872 -1415.390374331551
31278 -1612.3208556149732 -1448.614973262032
31280 -1624.4652406417113 -1479.0802139037432
31281 -1635.0213903743315 -1506.042780748663
31282 -1643.4491978609626 -1528.8930481283423
31283 -1651.7860962566845 -1548.566844919786
31285 -1660.2192513368984 -1565.7754010695187
31286 -1667.090909090909 -1579.3101604278074
31287 -1672.0641711229946 -1591.0160427807486
31288 -1676.7058823529412 -1601.2780748663101
31290 -1681.625668449198 -1610.5294117647059
31291 -1687.5133689839572 -1619.0
31292 -1694.9358288770054 -1626.6577540106953
31293 -1700.764705882353 -1633.3636363636363
31295 -1705.1176470588234 -1640.288770053476
31296 -1708.9946524064171 -1647.2299465240642
31297 -1711.6042780748662 -1653.0641711229946
31298 -1714.711229946524 -1658.609625668449
31300 -1720.1229946524063 -1664.1871657754011
31301 -1725.5508021390374 -1669.609625668449
31302 -1729.2673796791444 -1674.6898395721926
31303 -1731.951871657754 -1679.9465240641712
31305 -1735.0 -1684.8663101604277
31306 -1737.566844919786 -1688.9946524064171
31307 -1739.5347593582887 -1693.625668449198
31308 -1740.2139037433155 -1697.427807486631
31310 -1741.2780748663101 -1701.24064171123
31311 -1742.8716577540106 -1705.1229946524063
31312 -1744.7272727272727 -1708.2299465240642
31313 -1746.7486631016043 -1711.6844919786097
31315 -1749.1390374331552 -1715.0748663101604
31316 -1751.5828877005347 -1717.9893048128342
31317 -1753.7700534759358 -1720.7005347593583
31318 -1754.3636363636363 -1722.24064171123
31320 -1756.48128342246 -1724.1764705882354
31321 -1759.048128342246 -1726.385026737968
31322 -1759.6951871657755 -1728.7272727272727
31323 -1760.7486631016043 -1730.668449197861
31325 -1762.5508021390374 -1732.6791443850268
31326 -1763.5935828877004 -1734.4652406417113
31327 -1764.855614973262 -1735.7860962566845
31328 -1766.9251336898396 -1737.4545454545455
31330 -1769.6524064171124 -1739.7540106951872
31331 -1771.3155080213903 -1741.2566844919786
31332 -1772.144385026738 -1743.2299465240642
31333 -1773.3796791443851 -1745.1604278074867
31335 -1774.8128342245989 -1746.957219251337
31336 -1774.7272727272727 -1749.4545454545455
31337 -1774.3155080213903 -1751.711229946524
31338 -1774.149732620321 -1753.1176470588234
31340 -1774.9625668449198 -1754.6898395721926
31341 -1776.2139037433155 -1756.2566844919786
31342 -1777.4598930481284 -1757.6791443850268
31343 -1778.4919786096257 -1759.2620320855615
31345 -1780.096256684492 -1760.7914438502673
31346 -1782.1069518716577 -1761.48128342246
31347 -1784.0802139037432 -1762.4973262032086
31348 -1785.524064171123 -1763.5882352941176
31350 -1786.5935828877004 -1764.1604278074867
31351 -1788.0641711229946 -1764.8342245989304
31352 -1790.0106951871658 -1766.0748663101604
31353 -1791.6363636363637 -1767.48128342246
31355 -1794.2513368983957 -1768.4117647058824
31356 -1795.8128342245989 -1769.614973262032
31357 -1797.326203208556 -1771.2513368983957
31358 -1798.2941176470588 -1773.1604278074867
31360 -1798.8823529411766 -1775.0855614973261
31361 -1799.1283422459894 -1777.1764705882354
31362 -1800.149732620321 -1779.197860962567
31363 -1799.2941176470588 -1781.5401069518716
31365 -1798.2139037433155 -1783.4438502673797
31366 -1797.4866310160428 -1784.8663101604277
31367 -1797.197860962567 -1786.9411764705883
31368 -1796.9304812834225 -1788.3957219251338
31370 -1797.2513368983957 -1790.4438502673797
31371 -1797.673796791444 -1791.48128342246
31372 -1796.75935828877 -1792.048128342246
31373 -1795.8288770053475 -1792.7807486631016
31375 -1795.4117647058824 -1793.9679144385027
31376 -1794.8823529411766 -1795.0160427807486
31377 -1795.0802139037432 -1795.9839572192514
31378 -1796.8128342245989 -1796.9251336898396
31380 -1798.2941176470588 -1797.2459893048128
31381 -1799.9625668449198 -1797.8449197860962
31382 -1799.8877005347595 -1798.75935828877
31383 -1798.331550802139 -1799.3155080213903
31385 -1798.2673796791444 -1799.5882352941176
31386 -1798.7486631016043 -1800.197860962567
31387 -1798.609625668449 -1800.6791443850268
31388 -1797.7379679144385 -1800.9465240641712
31390 -1797.5133689839572 -1801.5614973262032
31391 -1797.5294117647059 -1801.6898395721926
31392 -1798.566844919786 -1801.716577540107
31393 -1798.8770053475937 -1801.4598930481284
31395 -1799.192513368984 -1801.7058823529412
31396 -1799.0320855614973 -1802.3475935828876
31397 -1798.2513368983957 -1802.9411764705883
31398 -1797.1069518716577 -1803.4973262032086
31400 -1797.957219251337 -1803.5989304812833
31401 -1798.5561497326203 -1804.2673796791444
31402 -1796.9411764705883 -1804.6310160427809
31403 -1796.1336898395723 -1805.2620320855615
31405 -1796.9144385026739 -1805.7379679144385
31406 -1797.8877005347595 -1805.9625668449198
31407 -1797.9197860962568 -1806.475935828877
31408 -1797.9304812834225 -1806.7058823529412
31410 -1797.6363636363637 -1806.4064171122996
31411 -1796.8342245989304 -1806.951871657754
31412 -1796.2032085561498 -1807.0374331550802
31413 -1796.3155080213903 -1807.2085561497327
31415 -1796.8609625668448 -1807.5561497326203
31416 -1796.144385026738 -1807.7754010695187
31417 -1796.7754010695187 -1807.6310160427809
31418 -1797.7272727272727 -1807.668449197861
31420 -1797.0267379679144 -1807.711229946524
31421 -1796.75935828877 -1807.1818181818182
31422 -1796.6042780748662 -1807.5401069518716
31423 -1797.0053475935829 -1808.2941176470588
31425 -1797.7379679144385 -1808.2727272727273
31426 -1798.6470588235295 -1808.149732620321
31427 -1798.2085561497327 -1808.5508021390374
31428 -1796.1176470588234 -1808.9625668449198
31430 -1796.0213903743315 -1809.0213903743315
31431 -1795.9786096256685 -1809.1818181818182
31432 -1795.6417112299466 -1809.3155080213903
31433 -1796.9144385026739 -1809.5454545454545
31435 -1798.2673796791444 -1810.0534759358288
31436 -1798.3636363636363 -1809.8877005347595
31437 -1798.2780748663101 -1810.2299465240642
31438 -1797.9251336898396 -1810.4385026737968
31440 -1798.197860962567 -1810.3529411764705
31441 -1797.5775401069518 -1810.8663101604277
31442 -1796.7219251336899 -1811.4385026737968
31443 -1797.2994652406417 -1811.5401069518716
31445 -1797.8663101604277 -1811.3636363636363
31446 -1797.4224598930482 -1811.3957219251338
31447 -1797.4652406417113 -1811.566844919786
31448 -1798.1283422459894 -1811.5080213903743
31450 -1798.2994652406417 -1812.1176470588234
31451 -1799.197860962567 -1812.2245989304813
31452 -1799.4866310160428 -1812.4117647058824
31453 -1799.2513368983957 -1812.668449197861
31455 -1799.5828877005347 -1813.1604278074867
31456 -1799.9251336898396 -1813.4919786096257
31457 -1800.5882352941176 -1814.48128342246
31458 -1800.8663101604277 -1814.8395721925133
31460 -1800.8663101604277 -1815.0695187165775
31461 -1800.668449197861 -1815.3368983957218
31462 -1800.1283422459894 -1816.1604278074867
31463 -1800.475935828877 -1816.9625668449198
31465 -1800.2139037433155 -1817.7967914438502
31466 -1801.5294117647059 -1818.096256684492
31467 -1802.24064171123 -1818.0802139037432
31468 -1802.4010695187167 -1818.5133689839572
31470 -1802.8288770053475 -1819.1550802139038
31471 -1803.7860962566845 -1819.433155080214
31472 -1804.096256684492 -1819.2673796791444
31473 -1804.7860962566845 -1819.4224598930482
31475 -1804.7540106951872 -1820.0267379679144
31476 -1804.572192513369 -1820.3689839572191
31477 -1805.2513368983957 -1820.8128342245989
31478 -1805.5989304812833 -1821.2032085561498
31480 -1805.8395721925133 -1821.5828877005347
31481 -1805.9732620320856 -1821.9946524064171
31482 -1807.2727272727273 -1822.5614973262032
31483 -1808.4171122994653 -1823.192513368984
31485 -1809.3796791443851 -1823.4064171122996
31486 -1810.5026737967914 -1824.2941176470588
31487 -1811.2727272727273 -1824.9411764705883
31488 -1811.7914438502673 -1824.7486631016043
31490 -1813.2780748663101 -1825.3689839572191
31491 -1813.4224598930482 -1825.6363636363637
31492 -1814.0695187165775 -1825.6417112299466
31493 -1815.4117647058824 -1826.1871657754011
31495 -1817.2139037433155 -1827.2566844919786
31496 -1817.9358288770054 -1827.8930481283423
31497 -1818.9732620320856 -1828.4385026737968
31498 -1819.7860962566845 -1829.1390374331552
31500 -1820.5561497326203 -1829.9679144385027
31501 -1821.4705882352941 -1831.6951871657755
31502 -1822.0267379679144 -1832.8983957219252
31503 -1823.4866310160428 -1833.5775401069518
31505 -1825.6631016042782 -1834.4598930481284
31506 -1825.614973262032 -1835.8663101604277
31507 -1826.0053475935829 -1836.9625668449198
31508 -1827.75935828877 -1838.4652406417113
31510 -1828.7486631016043 -1839.7967914438502
31511 -1828.903743315508 -1840.6631016042782
31512 -1829.4545454545455 -1841.614973262032
31513 -1830.2139037433155 -1842.807486631016
31515 -1830.4117647058824 -1843.609625668449
31516 -1830.8288770053475 -1844.2032085561498
31517 -1831.427807486631 -1845.2085561497327
31518 -1832.197860962567 -1845.8716577540106
31520 -1832.475935828877 -1846.764705882353
31521 -1833.0267379679144 -1847.711229946524
31522 -1833.625668449198 -1848.3636363636363
31523 -1834.3048128342245 -1849.0320855614973
31525 -1834.903743315508 -1850.0748663101604
31526 -1836.2085561497327 -1850.7540106951872
31527 -1836.3796791443851 -1851.5026737967914
31528 -1835.7700534759358 -1852.2620320855615
31530 -1835.7914438502673 -1852.4385026737968
31531 -1836.6042780748662 -1852.4866310160428
31532 -1837.0213903743315 -1853.235294117647
31533 -1836.8128342245989 -1853.4438502673797
31535 -1837.2459893048128 -1853.855614973262
31536 -1837.4491978609626 -1854.2513368983957
31537 -1837.855614973262 -1854.850267379679
31538 -1837.6470588235295 -1855.1657754010696
31540 -1837.6898395721926 -1855.5935828877004
31541 -1837.8609625668448 -1855.8716577540106
31542 -1838.24064171123 -1856.0748663101604
31543 -1838.7700534759358 -1856.4010695187167
31545 -1839.1069518716577 -1857.0588235294117
31546 -1839.3582887700534 -1857.331550802139
31547 -1840.1764705882354 -1857.6631016042782
31548 -1840.3155080213903 -1857.5508021390374
31550 -1840.572192513369 -1858.0160427807486
31551 -1840.5454545454545 -1858.673796791444
31552 -1840.1604278074867 -1858.6470588235295
31553 -1840.433155080214 -1858.7807486631016
31555 -1840.673796791444 -1858.7967914438502
31556 -1840.5133689839572 -1859.1122994652405
31557 -1841.6042780748662 -1859.572192513369
31558 -1841.9679144385027 -1860.149732620321
31560 -1842.5508021390374 -1860.3422459893047
31561 -1843.0588235294117 -1860.8877005347595
31562 -1843.4010695187167 -1861.7379679144385
31563 -1843.7967914438502 -1862.5561497326203
31565 -1843.9465240641712 -1863.2727272727273
31566 -1843.9839572192514 -1863.9893048128342
31567 -1843.5347593582887 -1864.2673796791444
31568 -1843.4866310160428 -1864.374331550802
31570 -1843.9358288770054 -1865.3636363636363
31571 -1843.957219251337 -1865.8128342245989
31572 -1844.5133689839572 -1866.0
31573 -1844.9732620320856 -1865.8235294117646
31575 -1844.9197860962568 -1865.951871657754
31576 -1844.8395721925133 -1865.8128342245989
31577 -1844.7326203208556 -1866.2513368983957
31578 -1845.385026737968 -1865.9732620320856
31580 -1846.1122994652405 -1865.7219251336899
31581 -1845.385026737968 -1865.2994652406417
31582 -1844.8983957219252 -1865.0374331550802
31583 -1845.374331550802 -1865.1818181818182
31585 -1845.7379679144385 -1864.572192513369
31586 -1845.807486631016 -1864.0160427807486
31587 -1845.802139037433 -1864.3368983957218
31588 -1845.2245989304813 -1864.1283422459894
31590 -1845.51871657754 -1863.3529411764705
31591 -1845.7807486631016 -1862.5347593582887
31592 -1845.3796791443851 -1862.625668449198
31593 -1845.149732620321 -1862.3368983957218
31595 -1845.0855614973261 -1862.0213903743315
31596 -1845.3475935828876 -1861.8930481283423
31597 -1845.1604278074867 -1861.3529411764705
31598 -1844.8877005347595 -1861.331550802139
31600 -1844.625668449198 -1861.5133689839572
31601 -1845.0748663101604 -1861.7005347593583
31602 -1845.5828877005347 -1861.6417112299466
31603 -1846.2245989304813 -1861.6524064171124
31605 -1846.614973262032 -1861.5935828877004
31606 -1846.6791443850268 -1861.9946524064171
31607 -1846.4438502673797 -1862.5080213903743
31608 -1846.5989304812833 -1862.8235294117646
31610 -1846.8716577540106 -1863.390374331551
31611 -1846.6898395721926 -1863.4973262032086
31612 -1846.75935828877 -1863.5026737967914
31613 -1846.6951871657755 -1864.0802139037432
31615 -1846.5294117647059 -1864.957219251337
31616 -1845.7700534759358 -1864.7967914438502
31617 -1845.903743315508 -1864.9465240641712
31618 -1846.4171122994653 -1864.8823529411766
31620 -1847.288770053476 -1865.0374331550802
31621 -1847.7058823529412 -1865.4385026737968
31622 -1847.8128342245989 -1865.673796791444
31623 -1847.4491978609626 -1865.5133689839572
