ns "trace A [ADC]" "trace B [ADC]"
30997 -1845.2620320855615 -1869.326203208556
30998 -1844.3957219251338 -1866.9465240641712
31000 -1843.7433155080214 -1864.8823529411766
31001 -1843.6524064171124 -1863.4010695187167
31002 -1842.5882352941176 -1862.4866310160428
31003 -1841.1176470588234 -1862.0320855614973
31005 -1839.390374331551 -1861.3582887700534
31006 -1835.9251336898396 -1860.614973262032
31007 -1831.1069518716577 -1859.390374331551
31008 -1826.6791443850268 -1857.3582887700534
31010 -1820.5935828877004 -1854.1069518716577
31011 -1814.0374331550802 -1850.1229946524063
31012 -1806.3957219251338 -1845.5080213903743
31013 -1799.427807486631 -1839.4385026737968
31015 -1794.4919786096257 -1833.4064171122996
31016 -1792.326203208556 -1826.9411764705883
31017 -1791.711229946524 -1820.9304812834225
31018 -1792.0748663101604 -1816.24064171123
31020 -1792.6577540106953 -1812.716577540107
31021 -1793.5401069518716 -1811.0374331550802
31022 -1795.1390374331552 -1810.572192513369
31023 -1797.0641711229946 -1811.048128342246
31025 -1796.8983957219252 -1811.7005347593583
31026 -1797.909090909091 -1812.9893048128342
31027 -1799.5347593582887 -1814.4973262032086
31028 -1800.5561497326203 -1815.3048128342245
31030 -1800.9839572192514 -1816.390374331551
31031 -1801.9144385026739 -1817.3048128342245
31032 -1800.855614973262 -1818.235294117647
31033 -1798.0374331550802 -1818.673796791444
31035 -1795.096256684492 -1818.6951871657755
31036 -1790.4010695187167 -1818.090909090909
31037 -1780.144385026738 -1815.9732620320856
31038 -1765.1550802139038 -1812.0267379679144
31040 -1749.2513368983957 -1806.1122994652405
31041 -1731.2780748663101 -1797.374331550802
31042 -1707.4224598930482 -1785.3101604278074
31043 -1682.524064171123 -1769.6898395721926
31045 -1658.4973262032086 -1751.042780748663
31046 -1635.9679144385027 -1729.5080213903743
31047 -1617.385026737968 -1705.9946524064171
31048 -1603.326203208556 -1681.7433155080214
31050 -1591.8983957219252 -1658.5989304812833
31051 -1583.1871657754011 -1638.7058823529412
31052 -1577.6631016042782 -1621.1283422459894
31053 -1576.2299465240642 -1607.390374331551
31055 -1576.2620320855615 -1597.5561497326203
31056 -1575.9197860962568 -1592.2673796791444
31057 -1574.51871657754 -1589.0106951871658
31058 -1572.6631016042782 -1587.4064171122996
31060 -1572.4598930481284 -1587.144385026738
31061 -1572.802139037433 -1587.9251336898396
31062 -1573.3796791443851 -1589.0748663101604
31063 -1571.2620320855615 -1589.7914438502673
31065 -1565.6791443850268 -1589.7005347593583
31066 -1562.197860962567 -1589.3582887700534
31067 -1558.3155080213903 -1588.957219251337
31068 -1552.572192513369 -1586.8877005347595
31070 -1544.374331550802 -1583.0588235294117
31071 -1536.4598930481284 -1578.572192513369
31072 -1526.8983957219252 -1572.192513368984
31073 -1512.4117647058824 -1564.2299465240642
31075 -1499.6791443850268 -1555.2139037433155
31076 -1488.3636363636363 -1544.4385026737968
31077 -1472.0641711229946 -1532.2727272727273
31078 -1451.764705882353 -1517.8449197860962
31080 -1431.042780748663 -1502.427807486631
31081 -1408.235294117647 -1485.8823529411766
31082 -1381.5989304812833 -1467.3048128342245
31083 -1351.8716577540106 -1446.2459893048128
31085 -1319.8449197860962 -1422.1229946524063
31086 -1285.1069518716577 -1396.1122994652405
31087 -1245.5294117647059 -1366.3582887700534
31088 -1198.8181818181818 -1332.802139037433
31090 -1141.8983957219252 -1295.1550802139038
31091 -1077.524064171123 -1252.9197860962568
31092 -1009.6524064171123 -1205.668449197861
31093 -936.1390374331551 -1151.8663101604277
31095 -855.6470588235294 -1091.4010695187167
31096 -777.9786096256685 -1025.2994652406417
31097 -698.8181818181819 -953.6310160427807
31098 -610.8502673796792 -876.0534759358288
31100 -519.9197860962566 -794.6310160427807
31101 -430.06951871657753 -709.1711229946524
31102 -336.5401069518717 -619.4812834224599
31103 -243.0374331550802 -526.6363636363636
31105 -150.048128342246 -430.55080213903744
31106 -54.44385026737968 -332.5187165775401
31107 33.94652406417112 -234.44385026737967
31108 124.64171122994652 -136.19786096256684
31110 212.24064171122996 -38.72727272727273
31111 290.97860962566847 54.53475935828877
31112 366.9572192513369 143.42245989304814
31113 437.98930481283423 227.55080213903744
31115 500.4385026737968 306.2620320855615
31116 556.6791443850267 378.475935828877
31117 605.4598930481284 442.475935828877
31118 645.0588235294117 499.096256684492
31120 684.8502673796792 550.2139037433155
31121 715.0053475935829 594.572192513369
31122 734.807486631016 631.6737967914438
31123 751.187165775401 663.0641711229947
31125 764.6096256684492 689.6684491978609
31126 765.1069518716578 711.2139037433155
31127 755.4224598930481 727.4705882352941
31128 738.0 737.7754010695187
31130 715.0267379679144 742.716577540107
31131 687.1711229946524 743.1550802139037
31132 652.3636363636364 738.4331550802139
31133 617.6096256684492 728.0748663101605
31135 581.7647058823529 712.475935828877
31136 537.2620320855615 693.524064171123
31137 491.06417112299465 670.3957219251337
31138 441.668449197861 642.4171122994652
31140 384.0748663101604 608.9358288770053
31141 328.475935828877 573.0427807486631
31142 278.16042780748666 535.0374331550802
31143 223.40106951871658 494.01604278074865
31145 170.4385026737968 451.01604278074865
31146 118.27272727272727 406.27807486631013
31147 64.41176470588235 358.1711229946524
31148 8.636363636363637 309.59893048128345
31150 -53.54010695187166 259.0427807486631
31151 -115.70588235294117 204.99465240641712
31152 -179.44385026737967 146.77005347593584
31153 -249.1764705882353 85.20855614973262
31155 -314.4812834224599 19.946524064171122
31156 -378.8288770053476 -47.32620320855615
31157 -438.3368983957219 -117.50802139037434
31158 -488.572192513369 -188.20855614973263
31160 -532.4812834224599 -256.0
31161 -570.6524064171123 -319.45454545454544
31162 -602.8877005347593 -378.1711229946524
31163 -628.7272727272727 -431.6470588235294
31165 -652.6524064171123 -478.88235294117646
31166 -675.1390374331551 -518.7647058823529
31167 -693.2032085561498 -552.1176470588235
31168 -702.5935828877006 -580.2139037433155
31170 -704.6844919786096 -603.0267379679144
31171 -706.1550802139037 -621.4331550802139
31172 -703.5935828877006 -634.8663101604278
31173 -693.8021390374331 -643.620320855615
31175 -683.7058823529412 -648.9197860962566
31176 -669.7647058823529 -649.1764705882352
31177 -649.3529411764706 -646.8877005347593
31178 -630.8983957219251 -640.6096256684492
31180 -609.5026737967914 -630.5133689839572
31181 -579.6149732620321 -616.096256684492
31182 -547.807486631016 -596.2245989304813
31183 -510.94117647058823 -570.8288770053476
31185 -467.85561497326205 -540.4598930481284
31186 -427.3636363636364 -504.71122994652404
31187 -389.9572192513369 -464.668449197861
31188 -357.096256684492 -421.5882352941176
31190 -330.8663101604278 -378.36898395721926
31191 -319.67914438502675 -337.9197860962567
31192 -329.5080213903743 -302.06417112299465
31193 -354.45454545454544 -273.3636363636364
31195 -397.620320855615 -257.7379679144385
31196 -466.096256684492 -257.8983957219251
31197 -550.0695187165776 -276.67379679144386
31198 -642.7433155080214 -317.49732620320856
31200 -746.2780748663101 -378.8449197860963
31201 -851.1336898395722 -457.3101604278075
31202 -951.336898395722 -550.9679144385027
31203 -1050.9197860962568 -656.6363636363636
31205 -1144.5347593582887 -767.1657754010695
31206 -1228.24064171123 -878.0374331550802
31207 -1299.4117647058824 -985.192513368984
31208 -1356.7754010695187 -1084.0320855614973
31210 -1405.6203208556149 -1171.8930481283423
31211 -1446.0534759358288 -1247.9893048128342
31212 -1477.283422459893 -1312.5454545454545
31213 -1504.2620320855615 -1366.4705882352941
31215 -1527.9465240641712 -1411.6631016042782
31216 -1547.5080213903743 -1448.7967914438502
31217 -1565.614973262032 -1479.614973262032
31218 -1581.7219251336899 -1505.4064171122996
31220 -1594.2245989304813 -1527.8609625668448
31221 -1607.2620320855615 -1547.1764705882354
31222 -1618.1176470588234 -1563.6951871657755
31223 -1626.3689839572191 -1577.8288770053475
31225 -1634.850267379679 -1590.850267379679
31226 -1643.3582887700534 -1602.9786096256685
31227 -1649.4224598930482 -1613.5347593582887
31228 -1656.6791443850268 -1622.0320855614973
31230 -1663.5614973262032 -1630.0374331550802
31231 -1668.1711229946525 -1637.6310160427809
31232 -1672.390374331551 -1644.0695187165775
31233 -1677.711229946524 -1649.9358288770054
31235 -1682.4919786096257 -1655.1871657754011
31236 -1688.6417112299466 -1659.5080213903743
31237 -1693.7058823529412 -1664.0267379679144
31238 -1697.0160427807486 -1667.951871657754
31240 -1702.235294117647 -1671.1871657754011
31241 -1708.0534759358288 -1674.8342245989304
31242 -1711.6042780748662 -1678.6363636363637
31243 -1715.096256684492 -1682.572192513369
31245 -1718.855614973262 -1687.1069518716577
31246 -1722.9411764705883 -1691.0213903743315
31247 -1725.4973262032086 -1694.4117647058824
31248 -1727.8930481283423 -1698.0374331550802
31250 -1730.855614973262 -1702.1550802139038
31251 -1733.8770053475937 -1705.3529411764705
31252 -1736.0267379679144 -1708.5294117647059
31253 -1738.0160427807486 -1711.0855614973261
31255 -1739.8877005347595 -1713.951871657754
31256 -1742.2299465240642 -1716.5508021390374
31257 -1745.5614973262032 -1718.8983957219252
31258 -1749.0267379679144 -1721.1390374331552
31260 -1752.0534759358288 -1723.5454545454545
31261 -1755.9358288770054 -1726.4919786096257
31262 -1759.9946524064171 -1729.1390374331552
31263 -1764.0 -1731.6844919786097
31265 -1767.6844919786097 -1734.374331550802
31266 -1770.048128342246 -1736.8395721925133
31267 -1771.0641711229946 -1739.3529411764705
31268 -1773.5454545454545 -1742.1122994652405
31270 -1775.4064171122996 -1744.3689839572191
31271 -1778.2566844919786 -1746.5133689839572
31272 -1781.4705882352941 -1748.7914438502673
31273 -1782.0588235294117 -1751.2139037433155
31275 -1782.566844919786 -1753.7807486631016
31276 -1783.096256684492 -1755.8128342245989
31277 -1784.5401069518716 -1758.0695187165775
31278 -1787.2192513368984 -1759.9197860962568
31280 -1789.149732620321 -1762.3155080213903
31281 -1790.711229946524 -1765.4064171122996
31282 -1791.7272727272727 -1767.9679144385027
31283 -1793.2085561497327 -1770.4652406417113
31285 -1794.5133689839572 -1772.7914438502673
31286 -1795.3368983957218 -1775.711229946524
31287 -1795.1604278074867 -1777.9197860962568
31288 -1795.75935828877 -1780.0320855614973
31290 -1796.7058823529412 -1781.8181818181818
31291 -1797.3582887700534 -1783.4224598930482
31292 -1797.4438502673797 -1785.0641711229946
31293 -1798.8395721925133 -1786.096256684492
31295 -1799.4064171122996 -1787.1818181818182
31296 -1799.3475935828876 -1788.1764705882354
31297 -1799.7860962566845 -1788.9465240641712
31298 -1800.4171122994653 -1790.1122994652405
31300 -1800.2459893048128 -1790.9144385026739
31301 -1800.7967914438502 -1791.3208556149732
31302 -1800.8983957219252 -1792.2085561497327
31303 -1800.807486631016 -1792.9893048128342
31305 -1800.9197860962568 -1793.8823529411766
31306 -1800.855614973262 -1794.668449197861
31307 -1801.2139037433155 -1795.0748663101604
31308 -1802.5989304812833 -1795.1390374331552
31310 -1802.807486631016 -1795.855614973262
31311 -1803.8128342245989 -1795.8877005347595
31312 -1804.0374331550802 -1796.090909090909
31313 -1803.4438502673797 -1796.5828877005347
31315 -1804.5882352941176 -1796.807486631016
31316 -1805.6631016042782 -1797.2032085561498
31317 -1805.855614973262 -1797.433155080214
31318 -1807.5828877005347 -1797.9251336898396
31320 -1808.855614973262 -1798.3368983957218
31321 -1810.283422459893 -1798.6310160427809
31322 -1811.433155080214 -1799.0374331550802
31323 -1813.3155080213903 -1800.235294117647
31325 -1814.283422459893 -1802.3101604278074
31326 -1815.566844919786 -1803.5294117647059
31327 -1816.197860962567 -1805.5508021390374
31328 -1817.5080213903743 -1807.9358288770054
31330 -1818.0641711229946 -1810.0534759358288
31331 -1818.957219251337 -1812.48128342246
31332 -1819.6844919786097 -1815.1069518716577
31333 -1818.7005347593583 -1817.4545454545455
31335 -1817.6042780748662 -1819.1336898395723
31336 -1817.1604278074867 -1820.8128342245989
31337 -1815.6791443850268 -1822.0641711229946
31338 -1814.8930481283423 -1823.0267379679144
31340 -1815.0160427807486 -1824.326203208556
31341 -1815.1122994652405 -1824.5294117647059
31342 -1814.8663101604277 -1824.7005347593583
31343 -1813.909090909091 -1824.764705882353
31345 -1813.2727272727273 -1824.716577540107
31346 -1813.0 -1824.9465240641712
31347 -1812.235294117647 -1824.951871657754
31348 -1812.2941176470588 -1824.475935828877
31350 -1812.5080213903743 -1824.6631016042782
31351 -1812.0588235294117 -1824.6898395721926
31352 -1811.668449197861 -1824.6524064171124
31353 -1811.326203208556 -1824.8395721925133
31355 -1811.0855614973261 -1825.090909090909
31356 -1810.7700534759358 -1824.9732620320856
31357 -1810.5828877005347 -1824.7272727272727
31358 -1809.4652406417113 -1824.5775401069518
31360 -1808.1818181818182 -1824.0802139037432
31361 -1807.475935828877 -1823.4545454545455
31362 -1806.2299465240642 -1822.4117647058824
31363 -1807.149732620321 -1821.8663101604277
31365 -1808.042780748663 -1822.0
31366 -1808.2032085561498 -1821.957219251337
31367 -1808.7058823529412 -1821.7005347593583
31368 -1809.8235294117646 -1821.3368983957218
31370 -1809.9786096256685 -1821.8342245989304
31371 -1809.9893048128342 -1822.1069518716577
31372 -1810.2032085561498 -1822.3422459893047
31373 -1810.2727272727273 -1822.475935828877
31375 -1811.0374331550802 -1822.1871657754011
31376 -1810.957219251337 -1821.8983957219252
31377 -1809.8609625668448 -1822.2513368983957
31378 -1809.5882352941176 -1822.5026737967914
31380 -1810.1390374331552 -1822.0320855614973
31381 -1810.0160427807486 -1821.855614973262
31382 -1808.9251336898396 -1821.7807486631016
31383 -1810.2673796791444 -1822.3048128342245
31385 -1811.0320855614973 -1822.8930481283423
31386 -1810.9679144385027 -1823.0267379679144
31387 -1810.8770053475937 -1823.0802139037432
31388 -1810.7058823529412 -1823.1871657754011
31390 -1811.144385026738 -1823.24064171123
31391 -1812.144385026738 -1823.48128342246
31392 -1811.2299465240642 -1823.8342245989304
31393 -1810.9304812834225 -1824.1336898395723
31395 -1811.2780748663101 -1824.144385026738
31396 -1811.0160427807486 -1824.4385026737968
31397 -1811.5508021390374 -1824.614973262032
31398 -1812.3582887700534 -1824.7754010695187
31400 -1812.3582887700534 -1825.2994652406417
31401 -1811.9251336898396 -1825.0374331550802
31402 -1811.855614973262 -1825.3048128342245
31403 -1812.5026737967914 -1825.5935828877004
31405 -1811.9893048128342 -1825.7005347593583
31406 -1811.48128342246 -1825.9251336898396
31407 -1811.673796791444 -1825.9411764705883
31408 -1812.390374331551 -1826.6524064171124
31410 -1814.0374331550802 -1827.390374331551
31411 -1815.6363636363637 -1827.9946524064171
31412 -1815.2673796791444 -1828.4385026737968
31413 -1815.1176470588234 -1829.3529411764705
31415 -1815.0213903743315 -1830.3582887700534
31416 -1815.1336898395723 -1830.5775401069518
31417 -1814.090909090909 -1830.7433155080214
31418 -1813.4385026737968 -1831.0588235294117
31420 -1813.0855614973261 -1831.6577540106953
31421 -1814.1336898395723 -1832.0748663101604
31422 -1815.9411764705883 -1832.7914438502673
31423 -1816.6898395721926 -1833.3101604278074
31425 -1816.4545454545455 -1833.9679144385027
31426 -1817.9304812834225 -1834.5508021390374
31427 -1818.390374331551 -1835.0855614973261
31428 -1818.1336898395723 -1835.8342245989304
31430 -1818.7272727272727 -1836.9839572192514
31431 -1818.8449197860962 -1838.3796791443851
31432 -1818.7219251336899 -1839.4866310160428
31433 -1820.7754010695187 -1839.951871657754
31435 -1821.6042780748662 -1840.614973262032
31436 -1822.331550802139 -1841.2941176470588
31437 -1823.6203208556149 -1842.0374331550802
31438 -1824.6951871657755 -1843.1871657754011
31440 -1825.0 -1843.192513368984
31441 -1825.288770053476 -1843.385026737968
31442 -1825.909090909091 -1843.8877005347595
31443 -1827.5614973262032 -1844.4866310160428
31445 -1828.0374331550802 -1845.2245989304813
31446 -1828.609625668449 -1845.6310160427809
31447 -1829.1122994652405 -1845.6363636363637
31448 -1829.5882352941176 -1846.197860962567
31450 -1829.807486631016 -1846.6951871657755
31451 -1830.385026737968 -1847.1711229946525
31452 -1830.3636363636363 -1847.6470588235295
31453 -1830.385026737968 -1848.24064171123
31455 -1830.51871657754 -1848.7058823529412
31456 -1831.8449197860962 -1849.51871657754
31457 -1832.5508021390374 -1849.9893048128342
31458 -1833.0106951871658 -1849.7272727272727
31460 -1833.9893048128342 -1849.951871657754
31461 -1834.850267379679 -1849.8395721925133
31462 -1835.4491978609626 -1850.2941176470588
31463 -1836.6470588235295 -1850.51871657754
31465 -1837.096256684492 -1850.7754010695187
31466 -1837.5454545454545 -1851.0855614973261
31467 -1838.0106951871658 -1851.2513368983957
31468 -1838.374331550802 -1852.1390374331552
31470 -1839.0374331550802 -1852.4652406417113
31471 -1839.3208556149732 -1852.7433155080214
31472 -1838.4705882352941 -1853.0695187165775
31473 -1839.2245989304813 -1853.7914438502673
31475 -1840.2139037433155 -1854.572192513369
31476 -1841.2085561497327 -1855.4171122994653
31477 -1841.6951871657755 -1855.9251336898396
31478 -1842.0053475935829 -1856.909090909091
31480 -1842.0641711229946 -1857.2299465240642
31481 -1842.3636363636363 -1857.7700534759358
31482 -1842.48128342246 -1858.5935828877004
31483 -1842.8181818181818 -1859.0695187165775
31485 -1843.1336898395723 -1858.7005347593583
31486 -1843.433155080214 -1859.3048128342245
31487 -1843.3101604278074 -1859.5080213903743
31488 -1843.850267379679 -1859.331550802139
31490 -1843.7914438502673 -1859.909090909091
31491 -1843.9197860962568 -1860.0160427807486
31492 -1844.3475935828876 -1860.4438502673797
31493 -1844.374331550802 -1861.0320855614973
31495 -1844.1336898395723 -1861.5508021390374
31496 -1843.8235294117646 -1861.6203208556149
31497 -1843.9946524064171 -1861.9144385026739
31498 -1844.3582887700534 -1862.0641711229946
31500 -1844.7272727272727 -1862.475935828877
31501 -1845.2566844919786 -1862.2566844919786
31502 -1844.3155080213903 -1862.1818181818182
31503 -1844.9786096256685 -1862.3101604278074
31505 -1845.4117647058824 -1862.5133689839572
31506 -1845.2994652406417 -1862.5989304812833
31507 -1845.1283422459894 -1862.9144385026739
31508 -1845.433155080214 -1863.3048128342245
31510 -1845.9144385026739 -1863.427807486631
31511 -1846.5347593582887 -1863.4866310160428
31512 -1845.8342245989304 -1863.6042780748662
31513 -1845.9304812834225 -1863.6898395721926
31515 -1845.668449197861 -1864.0802139037432
31516 -1844.7967914438502 -1864.1176470588234
31517 -1844.6951871657755 -1864.1283422459894
31518 -1845.475935828877 -1864.2085561497327
31520 -1845.7272727272727 -1864.283422459893
31521 -1845.8288770053475 -1864.331550802139
31522 -1846.1016042780748 -1864.8128342245989
31523 -1846.6631016042782 -1864.7967914438502
31525 -1846.6844919786097 -1864.9251336898396
31526 -1846.9732620320856 -1865.5347593582887
31527 -1847.1604278074867 -1865.5935828877004
31528 -1847.0534759358288 -1865.9465240641712
31530 -1846.390374331551 -1866.524064171123
31531 -1846.9679144385027 -1866.8663101604277
31532 -1846.8770053475937 -1867.1229946524063
31533 -1847.1336898395723 -1867.4064171122996
31535 -1847.51871657754 -1868.2032085561498
31536 -1847.8663101604277 -1869.1711229946525
31537 -1848.0160427807486 -1869.7914438502673
31538 -1848.197860962567 -1870.2192513368984
31540 -1848.0534759358288 -1870.24064171123
31541 -1848.2673796791444 -1870.8663101604277
31542 -1848.8983957219252 -1871.1069518716577
31543 -1849.144385026738 -1871.3689839572191
31545 -1849.1604278074867 -1871.2994652406417
31546 -1850.1711229946525 -1871.1336898395723
31547 -1850.3101604278074 -1871.1604278074867
31548 -1850.4064171122996 -1871.0
31550 -1850.4010695187167 -1870.7486631016043
31551 -1849.9411764705883 -1870.3529411764705
31552 -1849.5775401069518 -1869.8823529411766
31553 -1849.6951871657755 -1869.764705882353
31555 -1849.5935828877004 -1869.3796791443851
31556 -1849.7540106951872 -1868.7700534759358
31557 -1849.5294117647059 -1868.2780748663101
31558 -1849.48128342246 -1867.711229946524
31560 -1849.7540106951872 -1867.7540106951872
31561 -1850.0106951871658 -1867.4010695187167
31562 -1849.1176470588234 -1866.331550802139
31563 -1849.5294117647059 -1865.5561497326203
31565 -1849.8181818181818 -1865.9839572192514
31566 -1849.5561497326203 -1865.8770053475937
31567 -1849.4171122994653 -1865.8181818181818
31568 -1849.0053475935829 -1865.5080213903743
31570 -1849.0641711229946 -1864.9251336898396
31571 -1849.4919786096257 -1865.2032085561498
31572 -1849.4010695187167 -1865.4866310160428
31573 -1849.2459893048128 -1865.802139037433
31575 -1849.9411764705883 -1865.951871657754
31576 -1849.5347593582887 -1866.2245989304813
31577 -1848.9625668449198 -1866.6898395721926
31578 -1849.4973262032086 -1866.9946524064171
31580 -1849.8128342245989 -1867.3048128342245
31581 -1850.1122994652405 -1867.374331550802
31582 -1850.048128342246 -1868.1122994652405
31583 -1850.4064171122996 -1868.2299465240642
31585 -1850.5935828877004 -1868.288770053476
31586 -1850.9946524064171 -1868.2727272727273
31587 -1850.7967914438502 -1868.5133689839572
31588 -1850.9251336898396 -1868.51871657754
31590 -1850.5775401069518 -1868.9251336898396
31591 -1850.5935828877004 -1869.1069518716577
31592 -1850.390374331551 -1868.9839572192514
31593 -1850.8288770053475 -1869.2032085561498
31595 -1850.7379679144385 -1869.3529411764705
31596 -1850.7433155080214 -1869.75935828877
31597 -1851.0534759358288 -1870.1764705882354
31598 -1851.572192513369 -1870.48128342246
31600 -1851.4919786096257 -1870.7860962566845
31601 -1851.4171122994653 -1870.51871657754
31602 -1852.0534759358288 -1871.1122994652405
31603 -1852.614973262032 -1871.3796791443851
31605 -1852.5614973262032 -1871.475935828877
31606 -1853.24064171123 -1871.6203208556149
31607 -1852.8395721925133 -1870.8609625668448
31608 -1853.0 -1870.5561497326203
31610 -1853.096256684492 -1870.7540106951872
31611 -1852.951871657754 -1870.716577540107
31612 -1852.4117647058824 -1870.673796791444
31613 -1852.1657754010696 -1870.2780748663101
31615 -1852.3636363636363 -1870.0802139037432
31616 -1852.5133689839572 -1870.1764705882354
31617 -1852.6203208556149 -1870.3368983957218
31618 -1852.6791443850268 -1870.2299465240642
31620 -1852.4385026737968 -1870.2941176470588
31621 -1852.9465240641712 -1870.4224598930482
31622 -1852.475935828877 -1870.7433155080214
31623 -1852.614973262032 -1870.7326203208556
