ns "trace A [ADC]" "trace B [ADC]"
30935 -1864.6648351648353 -1881.9450549450548
30936 -1864.4065934065934 -1882.2527472527472
30937 -1864.3956043956043 -1881.9285714285713
30938 -1864.4065934065934 -1882.10989010989
30940 -1864.0934065934066 -1882.3406593406594
30941 -1864.5164835164835 -1882.2142857142858
30942 -1864.3186813186812 -1882.467032967033
30943 -1864.065934065934 -1882.6373626373627
30945 -1864.098901098901 -1882.7032967032967
30946 -1863.956043956044 -1882.1538461538462
30947 -1863.7747252747254 -1882.6043956043957
30948 -1863.978021978022 -1882.4725274725274
30950 -1864.2032967032967 -1882.0714285714287
30951 -1864.1813186813188 -1882.5164835164835
30952 -1863.7252747252746 -1882.3296703296703
30953 -1863.9505494505495 -1881.9395604395604
30955 -1863.7527472527472 -1881.7472527472528
30956 -1863.9120879120878 -1881.89010989011
30957 -1863.7527472527472 -1881.8846153846155
30958 -1863.8846153846155 -1881.6978021978023
30960 -1864.0604395604396 -1881.5549450549452
30961 -1864.1978021978023 -1881.4450549450548
30962 -1863.7802197802198 -1881.2527472527472
30963 -1863.9120879120878 -1881.3406593406594
30965 -1864.2747252747254 -1881.3791208791208
30966 -1864.1593406593406 -1881.7197802197802
30967 -1864.0494505494505 -1881.4725274725274
30968 -1864.065934065934 -1881.4505494505495
30970 -1863.9065934065934 -1881.3956043956043
30971 -1863.934065934066 -1881.3736263736264
30972 -1863.934065934066 -1881.7582417582419
30973 -1863.9615384615386 -1882.3461538461538
30975 -1864.0824175824175 -1881.901098901099
30976 -1864.1373626373627 -1881.642857142857
30977 -1863.8461538461538 -1881.642857142857
30978 -1864.010989010989 -1881.6648351648353
30980 -1864.2582417582419 -1881.8791208791208
30981 -1864.3956043956043 -1882.2692307692307
30982 -1864.131868131868 -1881.6648351648353
30983 -1864.2637362637363 -1881.8296703296703
30985 -1864.142857142857 -1881.9615384615386
30986 -1864.2582417582419 -1882.1043956043957
30987 -1864.065934065934 -1882.0164835164835
30988 -1864.357142857143 -1882.1043956043957
30990 -1864.543956043956 -1881.7802197802198
30991 -1864.4615384615386 -1882.0549450549452
30992 -1864.0384615384614 -1882.3021978021977
30993 -1864.2802197802198 -1881.9395604395604
30995 -1864.3516483516485 -1881.934065934066
30996 -1864.3956043956043 -1882.1868131868132
30997 -1864.3296703296703 -1881.9945054945056
30998 -1864.1538461538462 -1882.10989010989
31000 -1863.9120879120878 -1882.0164835164835
31001 -1863.9505494505495 -1881.89010989011
31002 -1864.2307692307693 -1881.9835164835165
31003 -1864.1153846153845 -1882.489010989011
31005 -1863.89010989011 -1882.0054945054944
31006 -1864.2087912087911 -1882.0054945054944
31007 -1864.1043956043957 -1882.2142857142858
31008 -1863.9120879120878 -1882.131868131868
31010 -1863.4725274725274 -1882.10989010989
31011 -1863.8461538461538 -1882.3076923076924
31012 -1863.4395604395604 -1882.0549450549452
31013 -1863.6758241758241 -1882.098901098901
31015 -1863.357142857143 -1882.3791208791208
31016 -1863.5494505494505 -1882.1483516483515
31017 -1863.3956043956043 -1881.9395604395604
31018 -1862.8461538461538 -1882.1813186813188
31020 -1862.6923076923076 -1882.0274725274726
31021 -1862.631868131868 -1881.6483516483515
31022 -1862.065934065934 -1881.6153846153845
31023 -1861.6043956043957 -1881.3461538461538
31025 -1861.0494505494505 -1881.2032967032967
31026 -1860.9945054945056 -1881.2252747252746
31027 -1860.2802197802198 -1880.3351648351647
31028 -1859.7692307692307 -1880.0714285714287
31030 -1858.923076923077 -1879.5274725274726
31031 -1858.2142857142858 -1878.8956043956043
31032 -1857.142857142857 -1878.3791208791208
31033 -1856.6263736263736 -1878.4285714285713
31035 -1855.478021978022 -1877.60989010989
31036 -1854.9450549450548 -1876.10989010989
31037 -1854.3461538461538 -1875.3021978021977
31038 -1853.4615384615386 -1874.7582417582419
31040 -1853.142857142857 -1873.868131868132
31041 -1853.3021978021977 -1873.3241758241759
31042 -1852.5714285714287 -1872.2362637362637
31043 -1852.4945054945056 -1871.5824175824175
31045 -1852.5054945054944 -1871.5274725274726
31046 -1851.8461538461538 -1871.467032967033
31047 -1850.1813186813188 -1871.1593406593406
31048 -1847.010989010989 -1871.2582417582419
31050 -1840.1263736263736 -1870.2087912087911
31051 -1827.8351648351647 -1869.6153846153845
31052 -1809.7912087912089 -1867.5384615384614
31053 -1784.1978021978023 -1862.5164835164835
31055 -1746.8241758241759 -1854.642857142857
31056 -1698.978021978022 -1841.2747252747254
31057 -1638.8296703296703 -1820.8076923076924
31058 -1567.9395604395604 -1791.3791208791208
31060 -1491.0054945054944 -1751.2197802197802
31061 -1410.434065934066 -1700.521978021978
31062 -1336.39010989011 -1640.131868131868
31063 -1275.2197802197802 -1571.4120879120878
31065 -1224.0934065934066 -1497.401098901099
31066 -1186.2417582417581 -1422.9450549450548
31067 -1163.3406593406594 -1352.0824175824175
31068 -1152.131868131868 -1289.021978021978
31070 -1150.9835164835165 -1238.2087912087911
31071 -1156.4175824175825 -1201.010989010989
31072 -1163.357142857143 -1176.6648351648353
31073 -1174.2747252747254 -1165.0164835164835
31075 -1184.1483516483515 -1162.368131868132
31076 -1190.3956043956043 -1165.9505494505495
31077 -1199.3351648351647 -1174.2967032967033
31078 -1212.423076923077 -1184.401098901099
31080 -1224.2472527472528 -1194.3461538461538
31081 -1235.631868131868 -1204.021978021978
31082 -1251.6703296703297 -1213.1978021978023
31083 -1269.0714285714287 -1223.2417582417581
31085 -1284.0 -1234.434065934066
31086 -1297.423076923077 -1247.5549450549452
31087 -1310.3461538461538 -1260.7362637362637
31088 -1320.2692307692307 -1275.2252747252746
31090 -1326.7252747252746 -1289.7692307692307
31091 -1332.1538461538462 -1303.7912087912089
31092 -1333.3516483516485 -1316.2802197802198
31093 -1333.401098901099 -1326.3406593406594
31095 -1333.357142857143 -1334.1593406593406
31096 -1332.5 -1339.7527472527472
31097 -1331.2307692307693 -1343.0054945054944
31098 -1328.3351648351647 -1343.6978021978023
31100 -1326.3956043956043 -1342.7032967032967
31101 -1325.8021978021977 -1341.3021978021977
31102 -1325.7857142857142 -1339.0
31103 -1326.4285714285713 -1337.967032967033
31105 -1330.5549450549452 -1337.0164835164835
31106 -1335.7197802197802 -1337.489010989011
31107 -1340.9505494505495 -1338.0494505494505
31108 -1347.7252747252746 -1340.4285714285713
31110 -1351.9395604395604 -1342.6538461538462
31111 -1352.456043956044 -1345.2362637362637
31112 -1347.1978021978023 -1348.1758241758241
31113 -1341.4835164835165 -1350.521978021978
31115 -1332.0824175824175 -1351.7032967032967
31116 -1318.2912087912089 -1351.7087912087911
31117 -1302.8241758241759 -1349.1868131868132
31118 -1283.5 -1343.4835164835165
31120 -1259.7912087912089 -1335.489010989011
31121 -1234.3736263736264 -1323.0714285714287
31122 -1206.043956043956 -1305.5604395604396
31123 -1176.39010989011 -1284.923076923077
31125 -1146.10989010989 -1259.9615384615386
31126 -1117.8406593406594 -1232.7637362637363
31127 -1093.532967032967 -1204.4615384615386
31128 -1071.5054945054944 -1175.0
31130 -1051.923076923077 -1146.4835164835165
31131 -1031.8241758241759 -1120.1758241758241
31132 -1011.521978021978 -1095.423076923077
31133 -992.5879120879121 -1071.9395604395604
31135 -975.4395604395604 -1050.8461538461538
31136 -962.2032967032967 -1031.543956043956
31137 -948.1923076923077 -1012.8956043956044
31138 -928.0879120879121 -995.010989010989
31140 -904.0604395604396 -976.8296703296703
31141 -876.8901098901099 -957.7362637362637
31142 -842.6428571428571 -938.489010989011
31143 -803.8791208791209 -918.565934065934
31145 -767.8406593406594 -895.2307692307693
31146 -732.434065934066 -868.8461538461538
31147 -684.2472527472528 -837.6593406593406
31148 -615.4010989010989 -801.2692307692307
31150 -537.8351648351648 -758.8021978021978
31151 -449.47802197802196 -707.9725274725274
31152 -351.85714285714283 -648.8076923076923
31153 -255.02197802197801 -580.1868131868132
31155 -147.30769230769232 -500.22527472527474
31156 -33.26923076923077 -410.54945054945057
31157 70.95054945054945 -312.0879120879121
31158 170.1098901098901 -207.02747252747253
31160 267.3736263736264 -97.8956043956044
31161 343.7857142857143 12.401098901098901
31162 399.04395604395603 119.64835164835165
31163 434.14285714285717 218.42307692307693
31165 445.9725274725275 303.8736263736264
31166 436.94505494505495 372.7087912087912
31167 410.032967032967 424.0054945054945
31168 372.6098901098901 457.0934065934066
31170 319.7912087912088 471.2692307692308
31171 255.82417582417582 467.44505494505495
31172 196.6098901098901 446.85714285714283
31173 136.84615384615384 413.9175824175824
31175 78.57692307692308 371.81868131868134
31176 32.434065934065934 321.02197802197804
31177 -8.219780219780219 265.3736263736264
31178 -44.39010989010989 209.9010989010989
31180 -73.75824175824175 156.3186813186813
31181 -97.91208791208791 106.21978021978022
31182 -112.25824175824175 63.34065934065934
31183 -130.05494505494505 27.521978021978022
31185 -146.3186813186813 -1.5714285714285714
31186 -153.9065934065934 -25.78021978021978
31187 -162.12637362637363 -45.95054945054945
31188 -177.6813186813187 -61.81318681318681
31190 -187.9835164835165 -74.6043956043956
31191 -194.8956043956044 -86.07692307692308
31192 -198.22527472527472 -94.65934065934066
31193 -199.30769230769232 -100.55494505494505
31195 -203.16483516483515 -106.58241758241758
31196 -211.95054945054946 -111.15934065934066
31197 -222.37912087912088 -115.46153846153847
31198 -240.57142857142858 -119.15384615384616
31200 -276.5769230769231 -123.45054945054945
31201 -323.45054945054943 -132.1098901098901
31202 -385.02197802197804 -148.24725274725276
31203 -461.53846153846155 -173.13736263736263
31205 -549.5494505494505 -210.07142857142858
31206 -644.6593406593406 -262.68131868131866
31207 -741.3021978021978 -327.8626373626374
31208 -837.054945054945 -406.7912087912088
31210 -937.1538461538462 -497.94505494505495
31211 -1033.1153846153845 -596.2087912087912
31212 -1113.2032967032967 -699.1428571428571
31213 -1186.7747252747254 -803.2087912087912
31215 -1249.5604395604396 -902.9395604395604
31216 -1295.5879120879122 -995.9505494505495
31217 -1332.1758241758241 -1080.6813186813188
31218 -1364.357142857143 -1153.6758241758241
31220 -1391.065934065934 -1215.4395604395604
31221 -1411.0054945054944 -1267.6153846153845
31222 -1425.39010989011 -1310.0494505494505
31223 -1439.4395604395604 -1344.8406593406594
31225 -1453.9505494505495 -1373.032967032967
31226 -1467.7307692307693 -1395.2637362637363
31227 -1480.6263736263736 -1414.1208791208792
31228 -1490.7912087912089 -1431.0714285714287
31230 -1502.1648351648353 -1447.565934065934
31231 -1515.021978021978 -1463.021978021978
31232 -1523.7527472527472 -1477.5054945054944
31233 -1532.8461538461538 -1490.3241758241759
31235 -1540.7637362637363 -1502.598901098901
31236 -1546.1043956043957 -1513.956043956044
31237 -1551.7417582417581 -1523.3076923076924
31238 -1557.7582417582419 -1530.9065934065934
31240 -1563.1043956043957 -1538.2032967032967
31241 -1569.021978021978 -1544.7087912087911
31242 -1575.1923076923076 -1550.4450549450548
31243 -1583.1758241758241 -1556.5714285714287
31245 -1591.39010989011 -1562.4725274725274
31246 -1599.8406593406594 -1569.5054945054944
31247 -1608.60989010989 -1577.39010989011
31248 -1618.4725274725274 -1585.6923076923076
31250 -1628.7307692307693 -1593.7747252747254
31251 -1637.923076923077 -1603.2362637362637
31252 -1646.1648351648353 -1613.1043956043957
31253 -1653.7967032967033 -1622.357142857143
31255 -1660.1813186813188 -1630.9505494505495
31256 -1668.142857142857 -1639.098901098901
31257 -1676.131868131868 -1647.478021978022
31258 -1682.1813186813188 -1655.901098901099
31260 -1687.7087912087911 -1663.6538461538462
31261 -1692.978021978022 -1670.6208791208792
31262 -1698.4450549450548 -1678.043956043956
31263 -1703.0549450549452 -1684.3626373626373
31265 -1706.565934065934 -1690.478021978022
31266 -1711.0054945054944 -1696.3186813186812
31267 -1715.1373626373627 -1701.1813186813188
31268 -1717.956043956044 -1705.4945054945056
31270 -1719.923076923077 -1709.9835164835165
31271 -1722.7417582417581 -1713.6373626373627
31272 -1724.6483516483515 -1716.631868131868
31273 -1726.8076923076924 -1719.0879120879122
31275 -1730.3296703296703 -1721.3626373626373
31276 -1733.532967032967 -1723.3131868131868
31277 -1735.8956043956043 -1725.3736263736264
31278 -1736.7032967032967 -1727.010989010989
31280 -1738.2472527472528 -1728.2252747252746
31281 -1739.9120879120878 -1728.9945054945056
31282 -1740.631868131868 -1729.1648351648353
31283 -1740.7912087912089 -1729.8956043956043
31285 -1742.8516483516485 -1730.8186813186812
31286 -1747.5274725274726 -1731.2362637362637
31287 -1749.5714285714287 -1731.8296703296703
31288 -1751.4285714285713 -1733.1208791208792
31290 -1755.4395604395604 -1734.6043956043957
31291 -1759.3131868131868 -1735.7142857142858
31292 -1762.2032967032967 -1736.6758241758241
31293 -1766.2582417582419 -1738.0384615384614
31295 -1769.7472527472528 -1740.065934065934
31296 -1771.510989010989 -1742.565934065934
31297 -1774.489010989011 -1744.456043956044
31298 -1776.7912087912089 -1746.5934065934066
31300 -1778.5164835164835 -1749.6153846153845
31301 -1780.1813186813188 -1752.6648351648353
31302 -1781.1373626373627 -1755.368131868132
31303 -1784.1043956043957 -1757.7252747252746
31305 -1786.0714285714287 -1760.3021978021977
31306 -1787.9835164835165 -1762.8846153846155
31307 -1789.7417582417581 -1765.8076923076924
31308 -1790.3956043956043 -1768.489010989011
31310 -1789.5824175824175 -1770.5
31311 -1790.5879120879122 -1772.6043956043957
31312 -1791.4615384615386 -1774.2087912087911
31313 -1791.4175824175825 -1775.4835164835165
31315 -1792.1758241758241 -1777.0
31316 -1793.5824175824175 -1778.532967032967
31317 -1794.6758241758241 -1779.8736263736264
31318 -1796.1208791208792 -1781.6703296703297
31320 -1796.1978021978023 -1782.7197802197802
31321 -1797.2087912087911 -1783.6593406593406
31322 -1798.3736263736264 -1784.532967032967
31323 -1799.456043956044 -1785.2912087912089
31325 -1800.3406593406594 -1786.4835164835165
31326 -1801.478021978022 -1787.9945054945056
31327 -1801.9395604395604 -1788.401098901099
31328 -1802.989010989011 -1789.1208791208792
31330 -1803.89010989011 -1789.9285714285713
31331 -1804.9120879120878 -1790.576923076923
31332 -1806.4175824175825 -1791.9175824175825
31333 -1806.3736263736264 -1793.2912087912089
31335 -1807.1978021978023 -1794.1758241758241
31336 -1807.4065934065934 -1795.565934065934
31337 -1808.5494505494505 -1797.956043956044
31338 -1810.2032967032967 -1800.1978021978023
31340 -1809.9615384615386 -1802.0824175824175
31341 -1809.3351648351647 -1804.021978021978
31342 -1809.9725274725274 -1805.7692307692307
31343 -1808.3846153846155 -1807.032967032967
31345 -1806.1813186813188 -1807.9285714285713
31346 -1805.9395604395604 -1808.978021978022
31347 -1804.6593406593406 -1809.521978021978
31348 -1803.7472527472528 -1810.1208791208792
31350 -1802.8021978021977 -1810.7252747252746
31351 -1801.8021978021977 -1810.9175824175825
31352 -1800.5274725274726 -1811.2802197802198
31353 -1800.010989010989 -1811.4945054945056
31355 -1800.7087912087911 -1811.4065934065934
31356 -1800.9835164835165 -1812.098901098901
31357 -1801.142857142857 -1812.0934065934066
31358 -1802.3241758241759 -1812.1538461538462
31360 -1802.7307692307693 -1812.2087912087911
31361 -1802.434065934066 -1812.0934065934066
31362 -1802.7527472527472 -1812.8461538461538
31363 -1801.9835164835165 -1813.3626373626373
31365 -1802.076923076923 -1812.989010989011
31366 -1801.2582417582419 -1812.5934065934066
31367 -1800.3131868131868 -1812.7307692307693
31368 -1801.1373626373627 -1812.9450549450548
31370 -1801.8241758241759 -1812.9450549450548
31371 -1802.3186813186812 -1813.5274725274726
31372 -1801.8736263736264 -1813.3186813186812
31373 -1802.2252747252746 -1813.7142857142858
31375 -1801.5549450549452 -1813.7802197802198
31376 -1802.076923076923 -1813.6703296703297
31377 -1802.0934065934066 -1813.8516483516485
31378 -1801.2032967032967 -1814.2197802197802
31380 -1800.7142857142858 -1814.4450549450548
31381 -1800.7527472527472 -1814.6648351648353
31382 -1800.2142857142858 -1814.89010989011
31383 -1800.3241758241759 -1814.5384615384614
31385 -1800.8956043956043 -1814.5274725274726
31386 -1800.467032967033 -1814.901098901099
31387 -1800.3461538461538 -1815.032967032967
31388 -1800.8241758241759 -1814.8351648351647
31390 -1801.978021978022 -1814.956043956044
31391 -1803.3241758241759 -1815.1538461538462
31392 -1802.631868131868 -1815.1868131868132
31393 -1801.4120879120878 -1815.543956043956
31395 -1801.1208791208792 -1815.2637362637363
31396 -1801.7912087912089 -1815.3956043956043
31397 -1802.434065934066 -1815.642857142857
31398 -1803.489010989011 -1815.8461538461538
31400 -1803.3296703296703 -1815.6868131868132
31401 -1801.7967032967033 -1815.9175824175825
31402 -1800.8846153846155 -1815.60989010989
31403 -1800.532967032967 -1815.3626373626373
31405 -1800.1758241758241 -1815.2967032967033
31406 -1799.6538461538462 -1814.7362637362637
31407 -1799.2307692307693 -1814.2747252747254
31408 -1800.065934065934 -1814.2362637362637
31410 -1800.2362637362637 -1813.6043956043957
31411 -1800.532967032967 -1813.8516483516485
31412 -1800.6923076923076 -1814.076923076923
31413 -1800.0879120879122 -1813.989010989011
31415 -1800.076923076923 -1814.043956043956
31416 -1800.1593406593406 -1814.4725274725274
31417 -1799.8406593406594 -1814.368131868132
31418 -1799.6263736263736 -1814.7142857142858
31420 -1800.521978021978 -1814.357142857143
31421 -1802.2142857142858 -1814.098901098901
31422 -1803.021978021978 -1814.2472527472528
31423 -1803.4725274725274 -1814.532967032967
31425 -1803.0054945054944 -1814.6593406593406
31426 -1802.456043956044 -1814.6593406593406
31427 -1801.4505494505495 -1815.0384615384614
31428 -1801.8296703296703 -1815.4175824175825
31430 -1801.5714285714287 -1815.489010989011
31431 -1801.8461538461538 -1816.0384615384614
31432 -1802.2527472527472 -1816.1923076923076
31433 -1803.1593406593406 -1816.7472527472528
31435 -1804.5714285714287 -1817.3956043956043
31436 -1805.0879120879122 -1818.10989010989
31437 -1805.2912087912089 -1818.8131868131868
31438 -1805.5 -1819.7032967032967
31440 -1806.4450549450548 -1820.0384615384614
31441 -1807.2087912087911 -1820.3186813186812
31442 -1807.9505494505495 -1820.9505494505495
31443 -1808.8736263736264 -1821.7582417582419
31445 -1809.2967032967033 -1822.10989010989
31446 -1810.4395604395604 -1823.0054945054944
31447 -1811.2197802197802 -1823.3846153846155
31448 -1811.010989010989 -1824.131868131868
31450 -1810.978021978022 -1825.1813186813188
31451 -1812.1923076923076 -1826.3296703296703
31452 -1812.7692307692307 -1826.8791208791208
31453 -1812.6923076923076 -1827.9725274725274
31455 -1813.1868131868132 -1828.967032967033
31456 -1814.1483516483515 -1829.923076923077
31457 -1815.8241758241759 -1831.2527472527472
31458 -1817.0054945054944 -1831.868131868132
31460 -1817.1483516483515 -1832.401098901099
31461 -1816.8846153846155 -1833.4835164835165
31462 -1817.2252747252746 -1834.0934065934066
31463 -1818.3241758241759 -1835.032967032967
31465 -1818.8516483516485 -1835.978021978022
31466 -1820.1208791208792 -1836.6538461538462
31467 -1820.7802197802198 -1837.2362637362637
31468 -1820.9835164835165 -1838.4505494505495
31470 -1822.5549450549452 -1838.7912087912089
31471 -1824.3461538461538 -1839.3736263736264
31472 -1824.6978021978023 -1839.7472527472528
31473 -1824.7637362637363 -1840.5549450549452
31475 -1825.10989010989 -1841.6208791208792
31476 -1825.8791208791208 -1842.3956043956043
31477 -1825.131868131868 -1842.7857142857142
31478 -1825.10989010989 -1843.1153846153845
31480 -1826.2747252747254 -1844.131868131868
31481 -1827.989010989011 -1845.2142857142858
31482 -1829.3241758241759 -1845.8076923076924
31483 -1829.9120879120878 -1846.4395604395604
31485 -1831.3351648351647 -1846.3956043956043
31486 -1832.8736263736264 -1846.8461538461538
31487 -1833.401098901099 -1847.7032967032967
31488 -1834.8076923076924 -1848.4395604395604
31490 -1835.5054945054944 -1848.3296703296703
31491 -1836.0934065934066 -1849.3076923076924
31492 -1836.7747252747254 -1849.9285714285713
31493 -1838.010989010989 -1850.7197802197802
31495 -1837.967032967033 -1851.7197802197802
31496 -1838.8076923076924 -1852.4285714285713
31497 -1839.7637362637363 -1853.1043956043957
31498 -1839.934065934066 -1854.076923076923
31500 -1840.3351648351647 -1854.901098901099
31501 -1840.631868131868 -1855.6373626373627
31502 -1841.4175824175825 -1856.5824175824175
31503 -1842.4120879120878 -1856.989010989011
31505 -1843.021978021978 -1857.9505494505495
31506 -1843.4945054945056 -1858.7857142857142
31507 -1844.1923076923076 -1859.1263736263736
31508 -1844.2527472527472 -1859.7912087912089
31510 -1844.5384615384614 -1860.4450549450548
31511 -1845.3461538461538 -1860.9175824175825
31512 -1846.098901098901 -1861.5714285714287
31513 -1846.8076923076924 -1862.1153846153845
31515 -1847.1538461538462 -1862.5164835164835
31516 -1847.7142857142858 -1862.642857142857
31517 -1847.098901098901 -1863.543956043956
31518 -1847.2087912087911 -1863.7747252747254
31520 -1847.1208791208792 -1864.0494505494505
31521 -1847.467032967033 -1864.2362637362637
31522 -1847.3791208791208 -1864.3461538461538
31523 -1848.3131868131868 -1864.478021978022
31525 -1848.3461538461538 -1864.6703296703297
31526 -1848.2527472527472 -1864.8406593406594
31527 -1848.2582417582419 -1864.3186813186812
31528 -1847.6263736263736 -1864.5164835164835
31530 -1846.7197802197802 -1864.4945054945056
31531 -1846.642857142857 -1864.7692307692307
31532 -1846.9945054945056 -1864.9945054945056
31533 -1847.1483516483515 -1864.7637362637363
31535 -1847.6263736263736 -1865.0164835164835
31536 -1846.9835164835165 -1865.3736263736264
31537 -1847.010989010989 -1865.5879120879122
31538 -1847.4285714285713 -1865.7912087912089
31540 -1847.0879120879122 -1865.9120879120878
31541 -1846.9285714285713 -1865.9615384615386
31542 -1846.6208791208792 -1866.0879120879122
31543 -1846.532967032967 -1866.3956043956043
31545 -1846.7362637362637 -1866.7417582417581
31546 -1846.7967032967033 -1866.8516483516485
31547 -1846.7582417582419 -1866.978021978022
31548 -1847.5879120879122 -1866.8736263736264
31550 -1847.8351648351647 -1867.10989010989
31551 -1847.8791208791208 -1867.60989010989
31552 -1847.857142857143 -1867.6373626373627
31553 -1848.098901098901 -1867.6758241758241
31555 -1848.0 -1868.0714285714287
31556 -1848.2747252747254 -1868.60989010989
31557 -1848.9450549450548 -1869.010989010989
31558 -1849.1593406593406 -1869.7582417582419
31560 -1849.6483516483515 -1870.2307692307693
31561 -1850.1263736263736 -1870.7252747252746
31562 -1850.5934065934066 -1871.5494505494505
31563 -1851.0274725274726 -1871.8241758241759
31565 -1850.901098901099 -1872.576923076923
31566 -1851.4065934065934 -1873.0384615384614
31567 -1851.39010989011 -1872.7637362637363
31568 -1851.9835164835165 -1873.2527472527472
31570 -1851.9120879120878 -1873.1703296703297
31571 -1852.2087912087911 -1873.3241758241759
31572 -1852.2967032967033 -1873.2472527472528
31573 -1852.1868131868132 -1873.2637362637363
31575 -1852.3791208791208 -1873.0
31576 -1852.3846153846155 -1872.5824175824175
31577 -1851.7857142857142 -1872.2252747252746
31578 -1852.1923076923076 -1872.1153846153845
31580 -1852.6153846153845 -1871.7197802197802
31581 -1852.8296703296703 -1871.3516483516485
31582 -1852.5824175824175 -1870.6813186813188
31583 -1852.7307692307693 -1870.2582417582419
31585 -1852.4395604395604 -1870.1758241758241
31586 -1852.6208791208792 -1869.6868131868132
31587 -1851.9450549450548 -1869.1758241758241
31588 -1851.4835164835165 -1868.7362637362637
31590 -1851.5054945054944 -1868.368131868132
31591 -1850.7747252747254 -1867.923076923077
31592 -1850.3626373626373 -1867.8461538461538
31593 -1851.3241758241759 -1867.7252747252746
31595 -1851.3241758241759 -1867.857142857143
31596 -1851.576923076923 -1868.2802197802198
31597 -1852.0164835164835 -1868.1703296703297
31598 -1851.7472527472528 -1868.5384615384614
31600 -1851.89010989011 -1868.5
31601 -1852.598901098901 -1868.7142857142858
31602 -1852.5054945054944 -1868.8186813186812
31603 -1852.456043956044 -1869.3406593406594
31605 -1853.0 -1869.3461538461538
31606 -1853.1648351648353 -1869.2692307692307
31607 -1852.8956043956043 -1869.6153846153845
31608 -1852.901098901099 -1870.032967032967
31610 -1852.4175824175825 -1870.3351648351647
31611 -1851.8516483516485 -1870.3956043956043
31612 -1851.901098901099 -1870.3296703296703
31613 -1851.9725274725274 -1870.6153846153845
31615 -1851.6978021978023 -1870.9945054945056
31616 -1851.923076923077 -1871.032967032967
31617 -1851.7692307692307 -1870.7967032967033
31618 -1851.6043956043957 -1871.0274725274726
31620 -1852.098901098901 -1871.3186813186812
31621 -1852.3076923076924 -1871.3516483516485
31622 -1853.1263736263736 -1871.3956043956043
31623 -1853.901098901099 -1871.8461538461538
